,Unnamed: 0,Source,eType,Target,Time,Weight,SourceLocation
90,90,476051,0,577715,23761571,1.0,
91,91,476051,1,633599,29132689,1.0,4.0
92,92,476051,0,560172,12125171,1.0,
93,93,602415,1,574136,16621925,1.0,4.0
94,94,602415,1,508047,19935649,1.0,4.0
95,95,602415,1,508047,19870116,1.0,4.0
96,96,602415,0,532543,27150179,1.0,
97,97,602415,1,590909,25972940,1.0,4.0
98,98,602415,1,590909,25905295,1.0,4.0
99,99,602415,0,554701,15996980,1.0,
100,100,602415,1,474506,21902153,1.0,4.0
101,101,602415,1,474506,21961901,1.0,4.0
102,102,602415,0,518238,2247851,1.0,
103,103,602415,1,483880,2074933,1.0,4.0
104,104,602415,0,543451,12623418,1.0,
105,105,513818,1,574136,11866446,1.0,1.0
106,106,513818,0,551521,26230113,1.0,
107,107,513818,0,499938,13738687,1.0,
108,108,513818,1,483880,14541153,1.0,1.0
109,109,632071,0,574136,8488832,1.0,
110,110,632071,0,578302,27220371,1.0,
111,111,632071,1,476051,7013103,1.0,0.0
112,112,632071,1,602415,1054111,1.0,0.0
113,113,632071,0,627357,15307615,1.0,
114,114,632071,0,627357,25497388,1.0,
115,115,632071,1,532543,14696402,1.0,0.0
116,116,632071,0,648724,16617969,1.0,
117,117,632071,0,640651,16169797,1.0,
118,118,632071,1,645478,23864924,1.0,0.0
119,119,632071,1,568085,2212442,1.0,0.0
120,120,632071,0,552765,21352178,1.0,
121,121,632071,1,552765,28024832,1.0,0.0
122,122,632071,1,623468,604845,1.0,0.0
123,123,632071,1,623468,26397396,1.0,0.0
124,124,632071,1,600971,30623382,1.0,0.0
125,125,632071,0,611692,2332842,1.0,
126,126,632676,0,574136,7005409,1.0,
127,127,632676,0,476051,30244840,1.0,
128,128,632676,0,476051,31116973,1.0,
129,129,632676,0,630758,2506074,1.0,
130,130,632676,0,491003,9849610,1.0,
131,131,632676,0,615735,2943382,1.0,
132,132,632676,0,577715,1798819,1.0,
133,133,632676,1,459109,22479603,1.0,3.0
134,134,632676,1,633599,27073225,1.0,3.0
135,135,580873,1,574136,10630320,1.0,5.0
136,136,580873,1,546631,16083403,1.0,5.0
137,137,580873,1,632071,903649,1.0,5.0
138,138,580873,0,551521,17148985,1.0,
139,139,580873,1,628357,27413001,1.0,5.0
140,140,580873,1,633599,25489815,1.0,5.0
141,141,580873,1,600971,30607060,1.0,5.0
142,142,580873,0,566732,16257289,1.0,
143,143,580873,0,562431,23127160,1.0,
144,144,627357,0,574136,14006540,1.0,
145,145,627357,0,546631,21107698,1.0,
146,146,578978,1,574136,29316537,1.0,2.0
147,147,578978,1,546631,17633195,1.0,2.0
148,148,578978,1,623295,7706421,1.0,2.0
149,149,551521,1,574136,13520524,1.0,4.0
150,150,551521,1,513854,26635153,1.0,4.0
151,151,551521,1,624608,17227302,1.0,4.0
152,152,551521,0,504522,7171235,1.0,
153,153,551521,1,497954,9352879,1.0,4.0
154,154,551521,1,497954,27833437,1.0,4.0
155,155,551521,1,620791,8837183,1.0,4.0
156,156,551521,1,620791,31209651,1.0,4.0
157,157,551521,0,623468,18088822,1.0,
158,158,628357,0,574136,23539713,1.0,
159,159,628357,0,546631,12703248,1.0,
160,160,517607,1,574136,28719953,1.0,1.0
161,161,517607,0,602415,26097500,1.0,
162,162,517607,0,627357,29295077,1.0,
163,163,517607,1,551521,21602161,1.0,1.0
164,164,517607,0,623468,15414002,1.0,
165,165,499938,1,574136,16764691,1.0,3.0
166,166,499938,1,574136,16920701,1.0,3.0
167,167,499938,0,602415,28267974,1.0,
168,168,499938,0,632676,29741004,1.0,
169,169,499938,0,483019,13138278,1.0,
170,170,499938,0,601550,6525375,1.0,
171,171,532543,0,574136,26910736,1.0,
172,172,648724,1,574136,5124168,1.0,0.0
173,173,648724,1,546631,9786961,1.0,0.0
174,174,648724,0,551521,6865958,1.0,
175,175,648724,0,551521,22995750,1.0,
176,176,648724,1,624608,20321422,1.0,0.0
177,177,648724,0,518238,20832316,1.0,
178,178,648724,1,574683,12025493,1.0,0.0
179,179,630758,1,574136,7663231,1.0,4.0
180,180,630758,0,578302,5358968,1.0,
181,181,630758,0,628357,16507119,1.0,
182,182,630758,0,554701,14786136,1.0,
183,183,630758,0,474506,3417166,1.0,
184,184,630758,0,518238,2426271,1.0,
185,185,630758,1,601550,28192935,1.0,4.0
186,186,630758,1,636050,3348090,1.0,4.0
187,187,640651,0,574136,12557524,1.0,
188,188,640651,0,578302,25868913,1.0,
189,189,640651,1,499938,14694131,1.0,0.0
190,190,640651,1,543451,17811602,1.0,0.0
191,191,640651,1,483019,14830523,1.0,0.0
192,192,640651,0,552765,22310599,1.0,
193,193,640651,0,652830,2566136,1.0,
194,194,590909,0,574136,25243243,1.0,
195,195,590909,0,546631,25927071,1.0,
196,196,590909,1,602415,11063547,1.0,3.0
197,197,590909,0,513818,18671587,1.0,
198,198,590909,1,632071,7385060,1.0,3.0
199,199,590909,1,632676,5467219,1.0,3.0
200,200,590909,0,532543,13313115,1.0,
201,201,590909,0,577715,6003758,1.0,
202,202,590909,1,652830,30503212,1.0,3.0
203,203,590909,0,583415,14020791,1.0,
204,204,590909,1,584411,3782415,1.0,3.0
205,205,645478,1,574136,3932480,1.0,4.0
206,206,645478,0,602415,27081618,1.0,
207,207,645478,0,532543,30531642,1.0,
208,208,645478,0,604818,6784219,1.0,
209,209,574574,0,574136,28180710,1.0,
210,210,574574,0,513818,18855401,1.0,
211,211,574574,1,518238,8836582,1.0,3.0
212,212,569693,0,574136,22817193,1.0,
213,213,569693,0,546631,7190642,1.0,
214,214,569693,1,552765,14620357,1.0,0.0
215,215,569693,1,600971,27069718,1.0,0.0
216,216,569693,1,543597,24371458,1.0,0.0
217,217,623295,0,574136,16593949,1.0,
218,218,623295,1,546631,6235957,1.0,3.0
219,219,623295,0,508047,1512170,1.0,
220,220,623295,0,513818,2767145,1.0,
221,221,623295,1,513818,13618894,1.0,3.0
222,222,623295,0,578978,6276988,1.0,
223,223,623295,0,645478,3217489,1.0,
224,224,623295,0,569693,10553805,1.0,
225,225,623295,1,521580,23795281,1.0,3.0
226,226,623295,1,620791,26804885,1.0,3.0
227,227,623295,0,536873,23371214,1.0,
228,228,518033,1,574136,20392497,1.0,4.0
229,229,491003,0,574136,2083731,1.0,
230,230,491003,1,639317,29500245,1.0,3.0
231,231,521580,1,574136,30348882,1.0,4.0
232,232,521580,1,602415,2197823,1.0,4.0
233,233,521580,1,602415,9427727,1.0,4.0
234,234,521580,0,627357,31039204,1.0,
235,235,521580,0,628357,1306838,1.0,
236,236,521580,1,624608,11792530,1.0,4.0
237,237,521580,0,518238,22826008,1.0,
238,238,521580,0,577715,1473490,1.0,
239,239,521580,1,504522,5185373,1.0,4.0
240,240,521580,1,552765,10819413,1.0,4.0
241,241,521580,1,552765,22466191,1.0,4.0
242,242,521580,1,623468,22846311,1.0,4.0
243,243,521580,1,611692,10060167,1.0,4.0
244,244,521580,0,611692,12726029,1.0,
245,245,521580,0,611692,20094499,1.0,
246,246,521580,1,635472,9785550,1.0,4.0
247,247,521580,1,566732,20093120,1.0,4.0
248,248,521580,0,624554,26983492,1.0,
249,249,521580,0,528457,7867064,1.0,
250,250,615735,1,574136,29743802,1.0,1.0
251,251,615735,1,513854,18579638,1.0,1.0
252,252,615735,1,513818,22653166,1.0,1.0
253,253,615735,0,552765,15342834,1.0,
254,254,554701,0,574136,7388339,1.0,
255,255,554701,1,474506,7803400,1.0,5.0
256,256,554701,1,552765,28081131,1.0,5.0
257,257,624608,0,574136,5204217,1.0,
258,258,624608,0,546631,13224327,1.0,
259,259,624608,1,578302,7753227,1.0,0.0
260,260,624608,1,513818,19055729,1.0,0.0
261,261,624608,1,513818,19050134,1.0,0.0
262,262,624608,0,517607,18847532,1.0,
263,263,624608,0,574683,955496,1.0,
264,264,624608,1,552765,23024421,1.0,0.0
265,265,624608,1,623468,2423314,1.0,0.0
266,266,624608,1,566732,24804617,1.0,0.0
267,267,474506,0,574136,23288056,1.0,
268,268,474506,0,546631,11150204,1.0,
269,269,474506,1,513818,12017897,1.0,4.0
270,270,474506,1,628357,20490482,1.0,4.0
271,271,474506,1,590909,16961281,1.0,4.0
272,272,474506,1,483880,25580917,1.0,4.0
273,273,474506,1,568085,25067880,1.0,4.0
274,274,474506,0,623468,29585806,1.0,
275,275,474506,0,597407,16774587,1.0,
276,276,474506,0,652830,22637480,1.0,
277,277,518238,0,574136,10141489,1.0,
278,278,518238,1,551521,24612538,1.0,0.0
279,279,518238,1,491003,27444699,1.0,0.0
280,280,518238,1,568085,6852083,1.0,0.0
281,281,518238,0,552765,25856668,1.0,
282,282,518238,0,623468,25990403,1.0,
283,283,518238,0,601550,10825973,1.0,
284,284,483880,0,574136,18760822,1.0,
285,285,483880,0,546631,2023737,1.0,
286,286,483880,1,546631,10719639,1.0,3.0
287,287,483880,1,546631,24295741,1.0,3.0
288,288,483880,0,580873,27740218,1.0,
289,289,483880,0,615735,7378498,1.0,
290,290,483880,1,504522,19363714,1.0,3.0
291,291,483880,1,504522,19417335,1.0,3.0
292,292,483880,1,543451,11430057,1.0,3.0
293,293,483880,0,620791,28089737,1.0,
294,294,483880,0,552765,8553971,1.0,
295,295,483880,0,597407,23081149,1.0,
296,296,574683,0,574136,562967,1.0,
297,297,574683,1,546631,692683,1.0,1.0
298,298,574683,1,499938,26372420,1.0,1.0
299,299,574683,0,574683,21978055,1.0,
300,300,574683,1,568085,12964097,1.0,1.0
301,301,577715,1,574136,8240011,1.0,2.0
302,302,577715,1,578978,11334373,1.0,2.0
303,303,543132,0,574136,1681562,1.0,
304,304,543132,1,578302,21357154,1.0,3.0
305,305,543132,1,551521,1013137,1.0,3.0
306,306,543132,0,474506,2714451,1.0,
307,307,543132,0,518238,9535716,1.0,
308,308,543132,0,552765,17167720,1.0,
309,309,529752,0,574136,6149579,1.0,
310,310,529752,1,602415,7523989,1.0,4.0
311,311,529752,0,517607,11589525,1.0,
312,312,529752,1,639317,10547646,1.0,4.0
313,313,529752,0,601550,4609477,1.0,
314,314,568085,1,574136,27477750,1.0,3.0
315,315,568085,1,546631,27571250,1.0,3.0
316,316,568085,0,508047,22122334,1.0,
317,317,568085,0,632071,15587406,1.0,
318,318,568085,0,578978,19255151,1.0,
319,319,568085,1,499938,18674677,1.0,3.0
320,320,568085,0,648724,9802715,1.0,
321,321,568085,1,648724,27478131,1.0,3.0
322,322,568085,1,552765,23626813,1.0,3.0
323,323,568085,1,552765,23693282,1.0,3.0
324,324,568085,1,552765,27493236,1.0,3.0
325,325,568085,0,623468,19255151,1.0,
326,326,568085,1,543597,25930955,1.0,3.0
327,327,568085,1,543597,25943409,1.0,3.0
328,328,568085,0,601550,4725810,1.0,
329,329,568085,1,582959,4580133,1.0,3.0
330,330,568085,1,636050,8646637,1.0,3.0
331,331,568085,1,584411,8339656,1.0,3.0
332,332,459109,0,574136,21620477,1.0,
333,333,459109,1,630758,16935985,1.0,4.0
334,334,459109,1,483019,12717140,1.0,4.0
335,335,459109,0,639317,14868832,1.0,
336,336,611786,0,574136,21957140,1.0,
337,337,504522,0,574136,26223738,1.0,
338,338,504522,0,476051,10054088,1.0,
339,339,504522,0,602415,26796286,1.0,
340,340,504522,1,620791,11923218,1.0,2.0
341,341,543451,1,574136,25429724,1.0,4.0
342,342,543451,0,578302,870765,1.0,
343,343,543451,1,627357,30866491,1.0,4.0
344,344,543451,1,532543,17226023,1.0,4.0
345,345,543451,0,640651,21387874,1.0,
346,346,543451,1,491003,9079957,1.0,4.0
347,347,543451,0,615735,2529617,1.0,
348,348,543451,1,600971,2433622,1.0,4.0
349,349,543451,1,652830,28540138,1.0,4.0
350,350,497954,1,574136,18423391,1.0,5.0
351,351,497954,1,574136,18325645,1.0,5.0
352,352,497954,1,546631,1389710,1.0,5.0
353,353,497954,0,578302,22386049,1.0,
354,354,497954,0,578978,14040487,1.0,
355,355,497954,0,620791,606786,1.0,
356,356,497954,0,552765,432887,1.0,
357,357,497954,1,552765,4608105,1.0,5.0
358,358,483019,1,574136,10060652,1.0,4.0
359,359,483019,0,474506,10980021,1.0,
360,360,483019,1,568085,24513888,1.0,4.0
361,361,483019,1,568085,24465104,1.0,4.0
362,362,483019,0,620791,2025011,1.0,
363,363,483019,1,600971,26964001,1.0,4.0
364,364,483019,0,458454,28011299,1.0,
365,365,483019,1,624554,24816961,1.0,4.0
366,366,483019,0,562431,10243213,1.0,
367,367,633599,1,574136,9945007,1.0,4.0
368,368,633599,0,602415,23991164,1.0,
369,369,633599,1,554701,14261506,1.0,4.0
370,370,633599,0,623468,3609606,1.0,
371,371,633599,0,623468,28000099,1.0,
372,372,633599,0,657273,23600174,1.0,
373,373,620791,1,546631,20048593,1.0,4.0
374,374,620791,1,546631,23975339,1.0,4.0
375,375,620791,0,578302,8965227,1.0,
376,376,620791,1,602415,3892597,1.0,4.0
377,377,620791,1,602415,16462043,1.0,4.0
378,378,620791,1,602415,28518301,1.0,4.0
379,379,620791,1,630758,20936538,1.0,4.0
380,380,620791,0,574574,23291571,1.0,
381,381,620791,0,518033,21694362,1.0,
382,382,620791,0,491003,7005165,1.0,
383,383,620791,1,615735,22639740,1.0,4.0
384,384,620791,1,529752,3289711,1.0,4.0
385,385,620791,0,552765,2268574,1.0,
386,386,620791,1,552765,22039209,1.0,4.0
387,387,620791,0,552765,29300178,1.0,
388,388,620791,1,623468,1855486,1.0,4.0
389,389,620791,1,623468,30419098,1.0,4.0
390,390,620791,1,543597,27234729,1.0,4.0
391,391,620791,1,657273,26722048,1.0,4.0
392,392,552765,0,546631,19878989,1.0,
393,393,552765,0,546631,22839048,1.0,
394,394,552765,0,632071,30741619,1.0,
395,395,552765,1,580873,17718939,1.0,3.0
396,396,552765,1,627357,27512649,1.0,3.0
397,397,552765,0,551521,17136044,1.0,
398,398,552765,1,628357,14268964,1.0,3.0
399,399,552765,1,569693,25143765,1.0,3.0
400,400,552765,0,623295,12475838,1.0,
401,401,552765,1,521580,5014578,1.0,3.0
402,402,552765,1,624608,30338698,1.0,3.0
403,403,552765,1,518238,24028355,1.0,3.0
404,404,552765,1,543132,21687911,1.0,3.0
405,405,552765,0,568085,26552422,1.0,
406,406,552765,1,543451,8578086,1.0,3.0
407,407,623468,0,513818,13846497,1.0,
408,408,623468,1,632676,7968353,1.0,4.0
409,409,623468,1,590909,8055369,1.0,4.0
410,410,623468,0,459109,27656652,1.0,
411,411,623468,0,639317,3974423,1.0,
412,412,600971,1,491003,6004491,1.0,0.0
413,413,600971,0,483880,3716188,1.0,
414,414,600971,1,620791,15380450,1.0,0.0
415,415,600971,0,623468,25316042,1.0,
416,416,600971,0,611692,18442247,1.0,
417,417,600971,0,636050,28175228,1.0,
418,418,611692,1,580873,3476204,1.0,0.0
419,419,611692,1,580873,19107891,1.0,0.0
420,420,611692,1,459109,25423294,1.0,0.0
421,421,536873,1,630758,10993857,1.0,0.0
422,422,597407,1,623295,10200665,1.0,4.0
423,423,597407,1,657273,8484394,1.0,4.0
424,424,645364,0,551521,20449562,1.0,
425,425,560172,0,632071,31024811,1.0,
426,426,560172,0,554701,1879211,1.0,
427,427,635472,1,620791,7916423,1.0,4.0
428,428,639317,0,624608,631901,1.0,
429,429,639317,1,483880,24298601,1.0,4.0
430,430,652830,1,602415,13398036,1.0,4.0
431,431,543597,1,627357,7436532,1.0,4.0
432,432,566732,1,620791,30425364,1.0,4.0
433,433,601550,1,623295,7016896,1.0,4.0
434,434,601550,0,552765,16476213,1.0,
435,435,601550,1,601550,5622860,1.0,4.0
436,436,657273,0,648724,17715834,1.0,
437,437,657273,1,574683,30511767,1.0,4.0
438,438,624554,1,624608,13259010,1.0,4.0
439,439,624554,1,483019,5573760,1.0,4.0
440,440,624554,1,552765,87145,1.0,4.0
441,441,562431,1,483880,5797655,1.0,4.0
442,442,583415,1,623295,179573,1.0,4.0
443,443,636050,0,632071,13392777,1.0,
444,444,584411,1,569693,29298739,1.0,4.0
445,445,584411,1,577715,17921562,1.0,4.0
446,446,584411,1,577715,17766135,1.0,4.0
0,378501,574136,3,617468,9210880,2.0,
1,511231,574136,3,492039,812170,1.0,
2,511233,574136,2,593195,812170,2358.0,
3,609398,574136,2,593195,4514441,971.0,
4,650440,574136,2,593195,18318465,671.0,
5,853123,574136,3,645667,27313843,488.0,
6,988148,574136,3,469675,10805639,4.0,
7,1041675,574136,3,483999,785534,98.0,
8,1177012,574136,2,593195,24862946,1167.0,
9,1269007,574136,2,593195,14695842,294.0,
10,1278818,574136,2,593195,5012296,307.0,
11,1347223,574136,3,531490,7259295,1.0,
12,1526132,574136,2,593195,19360132,1018.0,
13,1703375,574136,3,548607,20692525,41.0,
14,1727845,574136,3,583695,30291706,13.0,
15,1985017,574136,2,593195,7520632,317.0,
16,2202482,574136,3,475970,16692022,367.0,
17,2355525,574136,2,593195,12216731,403.0,
18,2413707,574136,3,641131,2806002,207.0,
19,2987746,574136,2,593195,9945315,199.0,
20,3015927,574136,3,551425,3543497,590.0,
21,3168587,574136,3,536851,10899616,146.0,
22,3727820,574136,3,471142,14869083,56.0,
23,4076842,574136,2,516389,25335385,346.0,
24,4349565,574136,3,606218,15066047,191.0,
25,4494458,574136,3,552748,14696645,2475.0,
26,4494460,574136,2,593195,14696645,2.0,
27,4624097,574136,2,593195,21094222,595.0,
28,4875946,574136,3,552748,22756240,49.0,
29,5023644,574136,3,585273,13861765,177.0,
30,5062693,574136,2,593195,7393039,2333.0,
31,5139348,574136,2,516389,20252446,15.0,
32,5364103,574136,3,569215,6753939,206.0,
33,5427543,574136,2,516389,6176935,840.0,
34,6195870,574136,3,606218,7095625,3.0,
35,6529245,574136,3,628923,25843010,1.0,
36,6912183,574136,2,593195,28180334,506.0,
37,7068974,574136,2,657187,1991785,633.0,
38,7145629,574136,2,593195,29900330,18.0,
39,7207037,574136,3,492532,274353,1250.0,
40,7250722,574136,3,565579,18866894,1.0,
41,7329398,574136,2,516389,23266820,30.0,
42,7345987,574136,3,457982,2349604,79.0,
43,7451059,574136,3,576493,24808536,1159.0,
44,7990301,574136,2,593195,29814652,17.0,
45,9643430,574136,3,520837,8908237,457.0,
46,10959856,574136,2,516389,11864168,494.0,
47,12043165,574136,2,593195,10568671,391.0,
48,13010151,574136,3,641131,16621925,86.0,
49,13014479,574136,2,593195,18679619,1037.0,
50,13330244,574136,3,467175,10456947,1020.0,
51,15271899,574136,3,479918,28891239,54.0,
52,15368998,574136,3,643087,16254632,21.0,
53,16541794,574136,3,525263,12710544,11063.0,
54,18154345,574136,3,552133,1923509,514.0,
55,18316936,574136,3,641131,19442110,138.0,
56,18429101,574136,3,560979,9343513,5.0,
57,18498412,574136,3,483999,12536646,130.0,
58,19251080,574136,3,627982,17655310,270.0,
59,23571776,574136,2,593195,29203976,1090.0,
60,23627416,574136,3,518983,8899223,289.0,
61,23805638,574136,3,618812,3558017,1026.0,
62,29438520,574136,3,464186,24129381,1627.0,
63,29948281,574136,3,573279,20400141,144.0,
64,30085075,574136,3,625277,3829690,269.0,
65,34144447,574136,2,593195,15686347,2059.0,
66,39528379,574136,3,644427,12215942,190.0,
67,40641435,574136,3,578371,25868913,374.0,
68,41208949,574136,2,593195,10892451,1050.0,
69,43384257,574136,2,593195,12974449,697.0,
70,44947931,574136,2,593195,23039457,89.0,
71,47326750,574136,3,563055,9775132,476.0,
72,50155815,574136,2,657187,6742286,546.0,
73,50357110,574136,2,516389,13742325,893.0,
74,51157294,574136,2,593195,30777789,1985.0,
75,52290501,574136,2,516389,19715214,961.0,
76,52622375,574136,2,657187,22839875,82.0,
77,57233132,574136,3,563741,26012650,1.0,
78,57544746,574136,2,593195,12963282,647.0,
79,58824245,574136,2,593195,1837105,15.0,
80,63197207,574136,3,586881,20320335,14.0,
81,65598653,574136,3,467239,12211953,3.0,
82,66618167,574136,3,552984,18424344,466.0,
83,66780541,574136,2,593195,20910605,504.0,
84,66788916,574136,2,516389,1581741,2.0,
85,68385547,574136,3,483999,26444133,135.0,
86,68989416,574136,2,593195,30351616,849.0,
87,73735037,574136,2,593195,12115190,180.0,
88,73891347,574136,3,487825,12280524,245.0,
89,75063625,574136,2,593195,20921572,387.0,
90,78197822,574136,2,593195,3740049,853.0,
91,80372735,574136,3,516054,4779926,98.0,
92,81298695,574136,2,593195,26972005,668.0,
93,85725938,574136,2,516389,22639500,431.0,
94,88433370,574136,3,643837,12984538,4679.0,
95,89060189,574136,3,579218,19991950,150.0,
96,90142343,574136,2,593195,3921030,4211.0,
97,91338804,574136,2,593195,1994798,173.0,
98,91579266,574136,2,516389,28359367,907.0,
99,91880350,574136,2,593195,30247051,810.0,
100,101494271,574136,2,516389,29900754,455.0,
101,102152416,574136,3,641396,6761098,192.0,
102,107992844,574136,3,606994,31080266,111.0,
103,110720335,574136,3,643087,12799787,17.0,
104,110962310,574136,3,566675,11353543,331.0,
105,111198065,574136,2,516389,8729723,269.0,
106,112450217,574136,2,516389,24032911,42.0,
107,121438209,574136,5,536346,31536000,468.51,
108,121438210,574136,5,520660,31536000,304.0,
109,121438211,552988,5,574136,31536000,4873.72,
110,121438212,574136,5,567195,31536000,304.16,
111,121438213,574136,5,527449,31536000,96.55,
112,121438214,574136,5,459381,31536000,269.82,
113,121438215,574136,5,595298,31536000,73.86,
114,121438216,574136,5,466907,31536000,281.87,
115,121438217,574136,5,589943,31536000,86.11,
116,121438218,574136,5,537281,31536000,148.24,
117,121438219,574136,5,523927,31536000,660.18,
118,121438220,574136,5,580426,31536000,101.77,
119,121438221,574136,5,595581,31536000,46.08,
120,121438222,574136,5,616315,31536000,922.17,
121,121438223,574136,5,642329,31536000,189.96,
122,121438224,574136,5,503701,31536000,1088.5,
123,121438225,574136,5,644226,31536000,610.99,
124,121438226,574136,5,632961,31536000,5.65,
125,121438227,574136,5,473173,31536000,685.64,
126,121438228,574136,5,620120,31536000,254.21,
127,121438229,574136,5,621924,31536000,569.18,
128,122472294,574136,6,657173,2160000,2.0,4.0
129,122472295,574136,6,561157,13305600,1.0,4.0
130,122472296,574136,6,499467,19008000,1.0,3.0
131,122472297,574136,6,499467,12096000,4.0,4.0
132,122770948,574136,6,657173,2160000,2.0,4.0
133,122770949,574136,6,561157,13305600,1.0,4.0
134,122770950,574136,6,499467,19008000,1.0,3.0
135,122770951,574136,6,499467,12096000,4.0,4.0
136,123069928,574136,6,657173,2160000,2.0,4.0
137,123069929,574136,6,561157,13305600,1.0,4.0
138,123069930,574136,6,499467,19008000,1.0,3.0
139,123069931,574136,6,499467,12096000,4.0,4.0
140,123368606,574136,6,657173,2160000,2.0,4.0
141,123368607,574136,6,561157,13305600,1.0,4.0
142,123368608,574136,6,499467,19008000,1.0,3.0
143,123368609,574136,6,499467,12096000,4.0,4.0
144,123667417,574136,6,657173,2160000,2.0,4.0
145,123667418,574136,6,561157,13305600,1.0,4.0
146,123667419,574136,6,499467,19008000,1.0,3.0
147,123667420,574136,6,499467,12096000,4.0,4.0
148,37064,546631,4,651965,-37353600,0.0666667,
149,37097,546631,4,614720,26236800,0.5,
150,442047,546631,3,612524,19878989,96.0,
151,442375,546631,3,612524,22839048,1037.0,
152,484760,546631,3,651537,21608403,97.0,
153,490018,546631,2,568506,23870921,327.0,
154,648031,546631,2,568506,102268,662.0,
155,648043,546631,2,548090,178218,86.0,
156,648048,546631,2,568506,177613,165.0,
157,648058,546631,3,515723,191738,309.0,
158,648074,546631,2,568506,274597,389.0,
159,648079,546631,2,568506,266806,743.0,
160,648185,546631,2,548090,1216622,1164.0,
161,648212,546631,3,483999,1642347,298.0,
