,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
75,491573,4,532197,-560332800,0.11111099999999999,,,,,,
76,491573,4,565737,-542707200,0.1,,,,,,
77,491573,4,568017,-725875200,0.1,,,,,,
78,491573,4,473297,-591868800,0.125,,,,,,
79,491573,4,492320,-528796800,0.125,,,,,,
80,491573,4,479441,-528796800,0.125,,,,,,
81,491573,4,578652,-528796800,0.125,,,,,,
82,491573,4,519540,-544435200,0.25,,,,,,
83,491573,4,508541,-528796800,0.25,,,,,,
84,491573,4,572174,-528796800,0.333333,,,,,,
85,585791,4,652563,-591868800,0.0909091,,,,,,
86,585791,4,520589,-610272000,0.0909091,,,,,,
87,585791,4,473043,-623491200,0.0909091,,,,,,
88,585791,4,532197,-560332800,0.11111099999999999,,,,,,
89,585791,4,473297,-591868800,0.125,,,,,,
90,585791,4,493228,-592300800,0.125,,,,,,
91,585791,4,611716,-591868800,0.14285699999999998,,,,,,
92,565073,4,652563,-591868800,0.0909091,,,,,,
93,565073,4,477902,-258710400,0.1,,,,,,
94,565073,4,589499,-512899200,0.07142860000000001,,,,,,
95,565073,4,600158,-691574400,0.047619,,,,,,
96,565073,4,520589,-610272000,0.0909091,,,,,,
97,565073,4,498205,-669801600,0.0625,,,,,,
98,565073,4,551513,-701769600,0.0666667,,,,,,
99,565073,4,619226,-449740800,0.047619,,,,,,
100,565073,4,457185,-418204800,0.05,,,,,,
101,565073,4,531391,-384076800,0.05,,,,,,
102,565073,4,468528,-481795200,0.041666699999999994,,,,,,
103,565073,4,468104,-560332800,0.0909091,,,,,,
104,565073,4,581631,-544003200,0.0526316,,,,,,
105,565073,4,630210,-544003200,0.0526316,,,,,,
106,565073,4,532186,-544003200,0.0625,,,,,,
107,565073,4,619717,-638265600,0.0625,,,,,,
108,565073,4,523620,-512899200,0.0526316,,,,,,
109,565073,4,467921,-347270400,0.07142860000000001,,,,,,
110,565073,4,527009,-418204800,0.05,,,,,,
111,565073,4,582996,-575971200,0.0625,,,,,,
112,565073,4,531519,-831110400,0.125,,,,,,
113,565073,4,574425,-765360000,0.11111099999999999,,,,,,
114,565073,4,626137,-788947200,0.037037,,,,,,
115,565073,4,609834,-610099200,0.0666667,,,,,,
116,565073,4,548600,-497260800,0.07692310000000001,,,,,,
117,565073,4,636371,-610099200,0.0625,,,,,,
118,565073,4,626501,-418204800,0.05,,,,,,
119,565073,4,639332,-575971200,0.0625,,,,,,
120,565073,4,501439,-610099200,0.07692310000000001,,,,,,
121,565073,4,580394,-686563200,0.125,,,,,,
122,565073,4,589232,-670665600,0.11111099999999999,,,,,,
123,565073,4,602969,-273657600,0.08333330000000001,,,,,,
124,565073,4,592696,-465638400,0.14285699999999998,,,,,,
125,565073,4,526501,-669801600,0.0625,,,,,,
126,565073,4,568239,-575971200,0.0625,,,,,,
127,565073,4,473333,-686563200,0.14285699999999998,,,,,,
128,565073,4,556294,-610099200,0.0666667,,,,,,
129,565073,4,473043,-623491200,0.0909091,,,,,,
130,565073,4,532197,-560332800,0.11111099999999999,,,,,,
131,565073,4,565737,-542707200,0.1,,,,,,
132,565073,4,540328,-323424000,0.11111099999999999,,,,,,
133,565073,4,519476,-741772800,0.14285699999999998,,,,,,
134,565073,4,568017,-725875200,0.1,,,,,,
135,565073,4,473297,-591868800,0.125,,,,,,
136,565073,4,492320,-528796800,0.125,,,,,,
137,565073,4,479441,-528796800,0.125,,,,,,
138,565073,4,578652,-528796800,0.125,,,,,,
139,565073,4,519540,-544435200,0.25,,,,,,
140,565073,4,508541,-528796800,0.25,,,,,,
141,565073,4,572174,-528796800,0.333333,,,,,,
142,565073,4,493228,-592300800,0.125,,,,,,
143,565073,4,611716,-591868800,0.14285699999999998,,,,,,
144,565073,4,615468,-149155200,0.14285699999999998,,,,,,
145,565073,4,538908,-291974400,0.0909091,,,,,,
146,565073,4,652574,-269251200,0.166667,,,,,,
147,565073,4,579053,-24739200,0.14285699999999998,,,,,,
148,565073,4,545635,-149155200,0.14285699999999998,,,,,,
149,565073,4,603399,-54460800,0.166667,,,,,,
150,565073,4,568985,-29404800,0.14285699999999998,,,,,,
151,565073,4,541249,-619948800,0.2,,,,,,
152,565073,4,591177,-619948800,0.2,,,,,,
153,565073,4,574520,-619948800,0.2,,,,,,
154,565073,4,531824,-272793600,0.1,,,,,,
155,565073,4,634185,-311155200,0.08333330000000001,,,,,,
156,565073,4,573846,-355132800,0.0909091,,,,,,
157,565073,4,578498,-337593600,0.1,,,,,,
158,565073,4,497331,-691574400,0.14285699999999998,,,,,,
159,565073,4,526831,-691574400,0.14285699999999998,,,,,,
160,565073,4,633234,-641808000,0.166667,,,,,,
161,565073,4,459562,-288864000,0.166667,,,,,,
162,565073,4,504581,-253440000,0.125,,,,,,
163,565073,4,583983,-8409600,0.14285699999999998,,,,,,
164,565073,4,577677,-23356800,0.14285699999999998,,,,,,
165,565073,4,472289,-670665600,0.14285699999999998,,,,,,
166,565073,4,642101,-641808000,0.166667,,,,,,
167,565073,4,566335,-68889600,0.166667,,,,,,
168,565073,4,532563,-51004800,0.166667,,,,,,
169,565073,4,524346,-82540800,0.166667,,,,,,
170,565073,4,495059,-591868800,0.25,,,,,,
171,591742,4,652563,-591868800,0.0909091,,,,,,
172,591742,4,589499,-512899200,0.07142860000000001,,,,,,
173,591742,4,520589,-610272000,0.0909091,,,,,,
174,591742,4,523620,-512899200,0.0526316,,,,,,
175,591742,4,473043,-623491200,0.0909091,,,,,,
176,591742,4,473297,-591868800,0.125,,,,,,
177,591742,4,493228,-592300800,0.125,,,,,,
178,591742,4,611716,-591868800,0.14285699999999998,,,,,,
179,591742,4,541249,-619948800,0.2,,,,,,
180,591742,4,591177,-619948800,0.2,,,,,,
181,591742,4,574520,-619948800,0.2,,,,,,
182,591742,4,633234,-641808000,0.166667,,,,,,
183,591742,4,472289,-670665600,0.14285699999999998,,,,,,
184,591742,4,642101,-641808000,0.166667,,,,,,
185,544629,4,589499,-512899200,0.07142860000000001,,,,,,
186,544629,4,523620,-512899200,0.0526316,,,,,,
187,544629,4,527009,-418204800,0.05,,,,,,
188,544629,4,626501,-418204800,0.05,,,,,,
189,544629,4,473043,-623491200,0.0909091,,,,,,
190,544629,4,497331,-691574400,0.14285699999999998,,,,,,
191,544629,4,526831,-691574400,0.14285699999999998,,,,,,
192,544629,4,633234,-641808000,0.166667,,,,,,
193,544629,4,472289,-670665600,0.14285699999999998,,,,,,
194,544629,4,642101,-641808000,0.166667,,,,,,
195,652020,4,652563,-591868800,0.0909091,,,,,,
196,652020,4,477902,-258710400,0.1,,,,,,
197,652020,4,589499,-512899200,0.07142860000000001,,,,,,
198,652020,4,600158,-691574400,0.047619,,,,,,
199,652020,4,530130,-733737600,0.0625,,,,,,
200,652020,4,520589,-610272000,0.0909091,,,,,,
201,652020,4,549279,-638265600,0.0625,,,,,,
202,652020,4,498205,-669801600,0.0625,,,,,,
203,652020,4,551513,-701769600,0.0666667,,,,,,
204,652020,4,619226,-449740800,0.047619,,,,,,
205,652020,4,457185,-418204800,0.05,,,,,,
206,652020,4,531391,-384076800,0.05,,,,,,
207,652020,4,468528,-481795200,0.041666699999999994,,,,,,
208,652020,4,508586,-988963200,0.166667,,,,,,
209,652020,4,468104,-560332800,0.0909091,,,,,,
210,652020,4,581631,-544003200,0.0526316,,,,,,
211,652020,4,630210,-544003200,0.0526316,,,,,,
212,652020,4,532186,-544003200,0.0625,,,,,,
213,652020,4,619717,-638265600,0.0625,,,,,,
214,652020,4,523620,-512899200,0.0526316,,,,,,
215,652020,4,467921,-347270400,0.07142860000000001,,,,,,
216,652020,4,527009,-418204800,0.05,,,,,,
217,652020,4,582996,-575971200,0.0625,,,,,,
218,652020,4,525510,-638265600,0.0625,,,,,,
219,652020,4,596945,-765273600,0.08333330000000001,,,,,,
220,652020,4,531519,-831110400,0.125,,,,,,
221,652020,4,574425,-765360000,0.11111099999999999,,,,,,
222,652020,4,626137,-788947200,0.037037,,,,,,
223,652020,4,609834,-610099200,0.0666667,,,,,,
224,652020,4,548600,-497260800,0.07692310000000001,,,,,,
225,652020,4,636371,-610099200,0.0625,,,,,,
226,652020,4,626501,-418204800,0.05,,,,,,
227,652020,4,639332,-575971200,0.0625,,,,,,
228,652020,4,501439,-610099200,0.07692310000000001,,,,,,
229,652020,4,580394,-686563200,0.125,,,,,,
230,652020,4,589232,-670665600,0.11111099999999999,,,,,,
231,652020,4,602969,-273657600,0.08333330000000001,,,,,,
232,652020,4,592696,-465638400,0.14285699999999998,,,,,,
233,652020,4,526501,-669801600,0.0625,,,,,,
234,652020,4,641263,-733737600,0.07692310000000001,,,,,,
235,652020,4,568239,-575971200,0.0625,,,,,,
236,652020,4,473333,-686563200,0.14285699999999998,,,,,,
237,652020,4,556294,-610099200,0.0666667,,,,,,
238,652020,4,473043,-623491200,0.0909091,,,,,,
239,652020,4,532197,-560332800,0.11111099999999999,,,,,,
240,652020,4,565737,-542707200,0.1,,,,,,
241,652020,4,540328,-323424000,0.11111099999999999,,,,,,
242,652020,4,476766,-670665600,0.166667,,,,,,
243,652020,4,519476,-741772800,0.14285699999999998,,,,,,
244,652020,4,568017,-725875200,0.1,,,,,,
245,652020,4,473297,-591868800,0.125,,,,,,
246,652020,4,492320,-528796800,0.125,,,,,,
247,652020,4,479441,-528796800,0.125,,,,,,
248,652020,4,578652,-528796800,0.125,,,,,,
249,652020,4,519540,-544435200,0.25,,,,,,
250,652020,4,508541,-528796800,0.25,,,,,,
251,652020,4,572174,-528796800,0.333333,,,,,,
252,652020,4,493228,-592300800,0.125,,,,,,
253,652020,4,611716,-591868800,0.14285699999999998,,,,,,
254,652020,4,615468,-149155200,0.14285699999999998,,,,,,
255,652020,4,538908,-291974400,0.0909091,,,,,,
256,652020,4,652574,-269251200,0.166667,,,,,,
257,652020,4,579053,-24739200,0.14285699999999998,,,,,,
258,652020,4,545635,-149155200,0.14285699999999998,,,,,,
259,652020,4,603399,-54460800,0.166667,,,,,,
260,652020,4,568985,-29404800,0.14285699999999998,,,,,,
261,652020,4,541249,-619948800,0.2,,,,,,
262,652020,4,591177,-619948800,0.2,,,,,,
263,652020,4,574520,-619948800,0.2,,,,,,
264,652020,4,531824,-272793600,0.1,,,,,,
265,652020,4,634185,-311155200,0.08333330000000001,,,,,,
266,652020,4,573846,-355132800,0.0909091,,,,,,
267,652020,4,578498,-337593600,0.1,,,,,,
268,652020,4,497331,-691574400,0.14285699999999998,,,,,,
269,652020,4,526831,-691574400,0.14285699999999998,,,,,,
270,652020,4,633234,-641808000,0.166667,,,,,,
271,652020,4,459562,-288864000,0.166667,,,,,,
272,652020,4,504581,-253440000,0.125,,,,,,
273,652020,4,583983,-8409600,0.14285699999999998,,,,,,
274,652020,4,577677,-23356800,0.14285699999999998,,,,,,
275,652020,4,472289,-670665600,0.14285699999999998,,,,,,
276,652020,4,642101,-641808000,0.166667,,,,,,
277,652020,4,566335,-68889600,0.166667,,,,,,
278,652020,4,532563,-51004800,0.166667,,,,,,
279,652020,4,524346,-82540800,0.166667,,,,,,
280,652020,4,495059,-591868800,0.25,,,,,,
281,652440,4,619226,-449740800,0.047619,,,,,,
282,652440,4,531391,-384076800,0.05,,,,,,
283,652440,4,473043,-623491200,0.0909091,,,,,,
284,652440,4,540328,-323424000,0.11111099999999999,,,,,,
285,652440,4,615468,-149155200,0.14285699999999998,,,,,,
286,652440,4,538908,-291974400,0.0909091,,,,,,
287,652440,4,652574,-269251200,0.166667,,,,,,
288,652440,4,579053,-24739200,0.14285699999999998,,,,,,
289,652440,4,545635,-149155200,0.14285699999999998,,,,,,
290,652440,4,603399,-54460800,0.166667,,,,,,
291,652440,4,568985,-29404800,0.14285699999999998,,,,,,
292,652440,4,531824,-272793600,0.1,,,,,,
293,652440,4,634185,-311155200,0.08333330000000001,,,,,,
294,652440,4,573846,-355132800,0.0909091,,,,,,
295,652440,4,578498,-337593600,0.1,,,,,,
296,652440,4,459562,-288864000,0.166667,,,,,,
297,652440,4,504581,-253440000,0.125,,,,,,
298,652440,4,583983,-8409600,0.14285699999999998,,,,,,
299,652440,4,577677,-23356800,0.14285699999999998,,,,,,
300,652440,4,472289,-670665600,0.14285699999999998,,,,,,
301,652440,4,642101,-641808000,0.166667,,,,,,
302,652440,4,566335,-68889600,0.166667,,,,,,
303,652440,4,532563,-51004800,0.166667,,,,,,
304,652440,4,524346,-82540800,0.166667,,,,,,
305,546487,4,652563,-591868800,0.0909091,,,,,,
306,546487,4,520589,-610272000,0.0909091,,,,,,
307,546487,4,549279,-638265600,0.0625,,,,,,
308,546487,4,498205,-669801600,0.0625,,,,,,
309,546487,4,619717,-638265600,0.0625,,,,,,
310,546487,4,582996,-575971200,0.0625,,,,,,
311,546487,4,525510,-638265600,0.0625,,,,,,
312,546487,4,626137,-788947200,0.037037,,,,,,
313,546487,4,609834,-610099200,0.0666667,,,,,,
314,546487,4,636371,-610099200,0.0625,,,,,,
315,546487,4,639332,-575971200,0.0625,,,,,,
316,546487,4,501439,-610099200,0.07692310000000001,,,,,,
317,546487,4,526501,-669801600,0.0625,,,,,,
318,546487,4,568239,-575971200,0.0625,,,,,,
319,546487,4,556294,-610099200,0.0666667,,,,,,
320,546487,4,473043,-623491200,0.0909091,,,,,,
321,546487,4,532197,-560332800,0.11111099999999999,,,,,,
322,546487,4,565737,-542707200,0.1,,,,,,
323,546487,4,473297,-591868800,0.125,,,,,,
324,546487,4,493228,-592300800,0.125,,,,,,
325,546487,4,611716,-591868800,0.14285699999999998,,,,,,
326,546487,4,541249,-619948800,0.2,,,,,,
327,546487,4,591177,-619948800,0.2,,,,,,
328,546487,4,574520,-619948800,0.2,,,,,,
329,546487,4,633234,-641808000,0.166667,,,,,,
330,546487,4,472289,-670665600,0.14285699999999998,,,,,,
331,546487,4,642101,-641808000,0.166667,,,,,,
332,546487,4,495059,-591868800,0.25,,,,,,
