,Source,eType,Target,Time,Weight,SourceLocation,TargetLocation,SourceLatitude,SourceLongitude,TargetLatitude,TargetLongitude
177,628357,0,546631,12703248,1.0,,,,,,
178,517607,1,574136,28719953,1.0,1.0,4.0,-22.926,-12.7098,-1.6001,-161.631
179,517607,0,602415,26097500,1.0,,,,,,
180,517607,0,627357,29295077,1.0,,,,,,
181,517607,1,567987,20345042,1.0,1.0,0.0,-22.926,-12.7098,28.623,-41.8479
182,517607,1,551521,21602161,1.0,1.0,4.0,-22.926,-12.7098,6.77648,-159.252
183,517607,0,623468,15414002,1.0,,,,,,
184,499938,1,574136,16764691,1.0,3.0,4.0,-24.6618,-111.82799999999999,-1.6001,-161.631
185,499938,1,574136,16920701,1.0,3.0,4.0,-24.6618,-111.82799999999999,-1.6001,-161.631
186,499938,0,602415,28267974,1.0,,,,,,
187,499938,0,632676,29741004,1.0,,,,,,
188,499938,0,567987,2520303,1.0,,,,,,
189,499938,0,483019,13138278,1.0,,,,,,
190,532543,0,574136,26910736,1.0,,,,,,
191,648724,1,574136,5124168,1.0,0.0,4.0,26.971999999999998,-42.0828,-1.6001,-161.631
192,648724,1,546631,9786961,1.0,0.0,0.0,26.971999999999998,-42.0828,37.2032,-32.8121
193,648724,0,551521,6865958,1.0,,,,,,
194,648724,0,551521,22995750,1.0,,,,,,
195,648724,1,624608,20321422,1.0,0.0,0.0,26.971999999999998,-42.0828,35.6014,-41.0987
196,648724,0,518238,20832316,1.0,,,,,,
197,648724,1,574683,12025493,1.0,0.0,1.0,26.971999999999998,-42.0828,-32.5235,-9.67703
198,630758,1,574136,7663231,1.0,4.0,4.0,1.21706,-155.599,-1.6001,-161.631
199,630758,0,578302,5358968,1.0,,,,,,
200,630758,0,628357,16507119,1.0,,,,,,
201,630758,0,554701,14786136,1.0,,,,,,
202,630758,0,474506,3417166,1.0,,,,,,
203,630758,0,518238,2426271,1.0,,,,,,
204,640651,0,574136,12557524,1.0,,,,,,
205,640651,0,578302,25868913,1.0,,,,,,
206,640651,1,499938,14694131,1.0,0.0,3.0,33.8956,-36.7953,-24.6618,-111.82799999999999
207,640651,0,552765,22310599,1.0,,,,,,
208,640651,1,543451,17811602,1.0,0.0,4.0,33.8956,-36.7953,-2.7048900000000002,-169.905
209,640651,1,483019,14830523,1.0,0.0,4.0,33.8956,-36.7953,3.31339,-162.255
210,590909,0,574136,25243243,1.0,,,,,,
211,590909,0,546631,25927071,1.0,,,,,,
212,590909,1,602415,11063547,1.0,3.0,4.0,-25.2259,-111.03,-3.52558,-168.355
213,590909,0,513818,18671587,1.0,,,,,,
214,590909,1,632071,7385060,1.0,3.0,0.0,-25.2259,-111.03,28.94,-33.8453
215,590909,1,632676,5467219,1.0,3.0,3.0,-25.2259,-111.03,-24.9364,-111.73299999999999
216,590909,0,532543,13313115,1.0,,,,,,
217,590909,0,577715,6003758,1.0,,,,,,
218,645478,1,574136,3932480,1.0,4.0,4.0,-2.79204,-165.873,-1.6001,-161.631
219,645478,0,602415,27081618,1.0,,,,,,
220,645478,0,532543,30531642,1.0,,,,,,
221,574574,0,574136,28180710,1.0,,,,,,
222,574574,0,513818,18855401,1.0,,,,,,
223,574574,1,518238,8836582,1.0,3.0,0.0,-24.4732,-110.18799999999999,31.1885,-42.2886
224,569693,0,574136,22817193,1.0,,,,,,
225,569693,0,546631,7190642,1.0,,,,,,
226,569693,1,567987,29345298,1.0,0.0,0.0,37.4112,-38.9158,28.623,-41.8479
227,569693,1,552765,14620357,1.0,0.0,3.0,37.4112,-38.9158,-24.8,-111.06299999999999
228,552765,0,546631,19878989,1.0,,,,,,
229,552765,0,546631,22839048,1.0,,,,,,
230,552765,3,657187,6742286,546.0,,,,,,
231,552765,0,632071,30741619,1.0,,,,,,
232,552765,1,580873,17718939,1.0,3.0,5.0,-24.8,-111.06299999999999,21.7956,158.149
233,552765,1,627357,27512649,1.0,3.0,5.0,-24.8,-111.06299999999999,21.1751,156.626
234,552765,0,551521,17136044,1.0,,,,,,
235,552765,1,628357,14268964,1.0,3.0,0.0,-24.8,-111.06299999999999,35.1589,-46.4658
236,552765,1,569693,25143765,1.0,3.0,0.0,-24.8,-111.06299999999999,37.4112,-38.9158
237,552765,0,623295,12475838,1.0,,,,,,
238,552765,1,521580,5014578,1.0,3.0,4.0,-24.8,-111.06299999999999,1.32597,-171.30700000000002
239,552765,1,624608,30338698,1.0,3.0,0.0,-24.8,-111.06299999999999,35.6014,-41.0987
240,552765,1,518238,24028355,1.0,3.0,0.0,-24.8,-111.06299999999999,31.1885,-42.2886
241,552765,1,543132,21687911,1.0,3.0,3.0,-24.8,-111.06299999999999,-23.7281,-110.931
242,552765,0,568085,26552422,1.0,,,,,,
243,552765,1,543451,8578086,1.0,3.0,4.0,-24.8,-111.06299999999999,-2.7048900000000002,-169.905
244,623295,0,574136,16593949,1.0,,,,,,
245,623295,1,546631,6235957,1.0,3.0,0.0,-25.4639,-111.249,37.2032,-32.8121
246,623295,0,508047,1512170,1.0,,,,,,
247,623295,1,620791,26804885,1.0,3.0,4.0,-25.4639,-111.249,0.32756,-167.851
248,623295,0,513818,2767145,1.0,,,,,,
249,623295,1,513818,13618894,1.0,3.0,1.0,-25.4639,-111.249,-26.1243,-12.1201
250,623295,0,578978,6276988,1.0,,,,,,
251,623295,0,567987,26620251,1.0,,,,,,
252,623295,0,645478,3217489,1.0,,,,,,
253,623295,0,569693,10553805,1.0,,,,,,
254,623295,1,521580,23795281,1.0,3.0,4.0,-25.4639,-111.249,1.32597,-171.30700000000002
255,623468,3,657187,22839875,82.0,,,,,,
256,623468,0,513818,13846497,1.0,,,,,,
257,623468,1,632676,7968353,1.0,4.0,3.0,2.0146599999999997,-163.39,-24.9364,-111.73299999999999
258,623468,1,590909,8055369,1.0,4.0,3.0,2.0146599999999997,-163.39,-25.2259,-111.03
259,623468,0,459109,27656652,1.0,,,,,,
260,518033,1,574136,20392497,1.0,4.0,4.0,4.5159,-169.17700000000002,-1.6001,-161.631
261,491003,0,574136,2083731,1.0,,,,,,
262,521580,1,574136,30348882,1.0,4.0,4.0,1.32597,-171.30700000000002,-1.6001,-161.631
263,521580,1,602415,2197823,1.0,4.0,4.0,1.32597,-171.30700000000002,-3.52558,-168.355
264,521580,1,602415,9427727,1.0,4.0,4.0,1.32597,-171.30700000000002,-3.52558,-168.355
265,521580,0,627357,31039204,1.0,,,,,,
266,521580,0,628357,1306838,1.0,,,,,,
267,521580,1,552765,10819413,1.0,4.0,3.0,1.32597,-171.30700000000002,-24.8,-111.06299999999999
268,521580,1,552765,22466191,1.0,4.0,3.0,1.32597,-171.30700000000002,-24.8,-111.06299999999999
269,521580,1,623468,22846311,1.0,4.0,4.0,1.32597,-171.30700000000002,2.0146599999999997,-163.39
270,521580,1,624608,11792530,1.0,4.0,0.0,1.32597,-171.30700000000002,35.6014,-41.0987
271,521580,0,518238,22826008,1.0,,,,,,
272,521580,0,577715,1473490,1.0,,,,,,
273,521580,1,504522,5185373,1.0,4.0,2.0,1.32597,-171.30700000000002,-23.9205,90.9066
274,615735,1,574136,29743802,1.0,1.0,4.0,-31.1522,-9.2548,-1.6001,-161.631
275,615735,1,513854,18579638,1.0,1.0,3.0,-31.1522,-9.2548,-25.0138,-111.90700000000001
276,615735,1,513818,22653166,1.0,1.0,1.0,-31.1522,-9.2548,-26.1243,-12.1201
277,615735,0,552765,15342834,1.0,,,,,,
278,554701,0,574136,7388339,1.0,,,,,,
279,554701,1,552765,28081131,1.0,5.0,3.0,19.2673,153.671,-24.8,-111.06299999999999
280,554701,1,474506,7803400,1.0,5.0,4.0,19.2673,153.671,2.95819,-163.314
281,624608,0,574136,5204217,1.0,,,,,,
282,624608,0,546631,13224327,1.0,,,,,,
283,624608,1,578302,7753227,1.0,0.0,2.0,35.6014,-41.0987,-20.5696,91.1433
284,624608,1,513818,19055729,1.0,0.0,1.0,35.6014,-41.0987,-26.1243,-12.1201
285,624608,1,513818,19050134,1.0,0.0,1.0,35.6014,-41.0987,-26.1243,-12.1201
286,624608,0,517607,18847532,1.0,,,,,,
287,624608,1,552765,23024421,1.0,0.0,3.0,35.6014,-41.0987,-24.8,-111.06299999999999
288,624608,1,623468,2423314,1.0,0.0,4.0,35.6014,-41.0987,2.0146599999999997,-163.39
289,624608,0,574683,955496,1.0,,,,,,
290,474506,0,574136,23288056,1.0,,,,,,
291,474506,0,546631,11150204,1.0,,,,,,
292,474506,1,513818,12017897,1.0,4.0,1.0,2.95819,-163.314,-26.1243,-12.1201
293,474506,1,628357,20490482,1.0,4.0,0.0,2.95819,-163.314,35.1589,-46.4658
294,474506,1,590909,16961281,1.0,4.0,3.0,2.95819,-163.314,-25.2259,-111.03
295,474506,0,623468,29585806,1.0,,,,,,
296,474506,1,483880,25580917,1.0,4.0,3.0,2.95819,-163.314,-24.9512,-109.87
297,474506,1,568085,25067880,1.0,4.0,3.0,2.95819,-163.314,-24.965999999999998,-111.036
298,518238,0,574136,10141489,1.0,,,,,,
299,518238,1,551521,24612538,1.0,0.0,4.0,31.1885,-42.2886,6.77648,-159.252
300,518238,0,552765,25856668,1.0,,,,,,
301,518238,0,623468,25990403,1.0,,,,,,
302,518238,1,491003,27444699,1.0,0.0,3.0,31.1885,-42.2886,-24.7388,-110.81299999999999
303,518238,1,568085,6852083,1.0,0.0,3.0,31.1885,-42.2886,-24.965999999999998,-111.036
304,483880,0,574136,18760822,1.0,,,,,,
305,483880,0,546631,2023737,1.0,,,,,,
306,483880,1,546631,10719639,1.0,3.0,0.0,-24.9512,-109.87,37.2032,-32.8121
307,483880,1,546631,24295741,1.0,3.0,0.0,-24.9512,-109.87,37.2032,-32.8121
308,483880,0,620791,28089737,1.0,,,,,,
309,483880,0,580873,27740218,1.0,,,,,,
310,483880,1,567987,24452430,1.0,3.0,0.0,-24.9512,-109.87,28.623,-41.8479
311,483880,1,567987,24458220,1.0,3.0,0.0,-24.9512,-109.87,28.623,-41.8479
312,483880,0,552765,8553971,1.0,,,,,,
313,483880,0,615735,7378498,1.0,,,,,,
314,483880,1,504522,19363714,1.0,3.0,2.0,-24.9512,-109.87,-23.9205,90.9066
315,483880,1,504522,19417335,1.0,3.0,2.0,-24.9512,-109.87,-23.9205,90.9066
316,483880,1,543451,11430057,1.0,3.0,4.0,-24.9512,-109.87,-2.7048900000000002,-169.905
317,458409,0,574136,9850579,1.0,,,,,,
318,574683,0,574136,562967,1.0,,,,,,
319,574683,1,546631,692683,1.0,1.0,0.0,-32.5235,-9.67703,37.2032,-32.8121
320,574683,1,499938,26372420,1.0,1.0,3.0,-32.5235,-9.67703,-24.6618,-111.82799999999999
321,574683,0,574683,21978055,1.0,,,,,,
322,574683,1,568085,12964097,1.0,1.0,3.0,-32.5235,-9.67703,-24.965999999999998,-111.036
323,577715,1,574136,8240011,1.0,2.0,4.0,-22.1007,90.156,-1.6001,-161.631
324,577715,1,578978,11334373,1.0,2.0,2.0,-22.1007,90.156,-23.259,87.3144
325,543132,0,574136,1681562,1.0,,,,,,
326,543132,1,578302,21357154,1.0,3.0,2.0,-23.7281,-110.931,-20.5696,91.1433
327,543132,1,551521,1013137,1.0,3.0,4.0,-23.7281,-110.931,6.77648,-159.252
328,543132,0,552765,17167720,1.0,,,,,,
329,543132,0,474506,2714451,1.0,,,,,,
330,543132,0,518238,9535716,1.0,,,,,,
331,529752,0,574136,6149579,1.0,,,,,,
332,529752,1,602415,7523989,1.0,4.0,4.0,-2.01591,-162.76,-3.52558,-168.355
333,529752,0,517607,11589525,1.0,,,,,,
334,568085,1,574136,27477750,1.0,3.0,4.0,-24.965999999999998,-111.036,-1.6001,-161.631
335,568085,1,546631,27571250,1.0,3.0,0.0,-24.965999999999998,-111.036,37.2032,-32.8121
336,568085,0,508047,22122334,1.0,,,,,,
337,568085,0,632071,15587406,1.0,,,,,,
338,568085,0,578978,19255151,1.0,,,,,,
339,568085,1,499938,18674677,1.0,3.0,3.0,-24.965999999999998,-111.036,-24.6618,-111.82799999999999
340,568085,0,648724,9802715,1.0,,,,,,
341,568085,1,648724,27478131,1.0,3.0,0.0,-24.965999999999998,-111.036,26.971999999999998,-42.0828
342,568085,1,552765,23626813,1.0,3.0,3.0,-24.965999999999998,-111.036,-24.8,-111.06299999999999
343,568085,1,552765,23693282,1.0,3.0,3.0,-24.965999999999998,-111.036,-24.8,-111.06299999999999
344,568085,1,552765,27493236,1.0,3.0,3.0,-24.965999999999998,-111.036,-24.8,-111.06299999999999
345,568085,0,623468,19255151,1.0,,,,,,
346,459109,0,574136,21620477,1.0,,,,,,
347,459109,1,630758,16935985,1.0,4.0,4.0,1.13032,-156.686,1.21706,-155.599
348,459109,1,483019,12717140,1.0,4.0,4.0,1.13032,-156.686,3.31339,-162.255
349,611786,0,574136,21957140,1.0,,,,,,
350,504522,0,574136,26223738,1.0,,,,,,
351,504522,1,620791,11923218,1.0,2.0,4.0,-23.9205,90.9066,0.32756,-167.851
352,504522,0,476051,10054088,1.0,,,,,,
353,504522,0,602415,26796286,1.0,,,,,,
354,543451,1,574136,25429724,1.0,4.0,4.0,-2.7048900000000002,-169.905,-1.6001,-161.631
355,543451,0,578302,870765,1.0,,,,,,
356,543451,1,627357,30866491,1.0,4.0,5.0,-2.7048900000000002,-169.905,21.1751,156.626
357,543451,1,532543,17226023,1.0,4.0,1.0,-2.7048900000000002,-169.905,-30.0727,-12.0419
358,543451,0,640651,21387874,1.0,,,,,,
359,543451,1,491003,9079957,1.0,4.0,3.0,-2.7048900000000002,-169.905,-24.7388,-110.81299999999999
360,543451,0,615735,2529617,1.0,,,,,,
361,497954,1,574136,18423391,1.0,5.0,4.0,24.5352,155.046,-1.6001,-161.631
362,497954,1,574136,18325645,1.0,5.0,4.0,24.5352,155.046,-1.6001,-161.631
