,Source,eType,Target,Time,Weight,SourceLocation
24486502,633759,0,600971,21258226,1.0,
24486503,600971,1,511399,21258226,1.0,0.0
24558573,514804,0,600971,19649347,1.0,
24558574,600971,1,476918,19649347,1.0,0.0
24610611,509037,0,600971,7539844,1.0,
24610612,600971,0,486629,7539844,1.0,
24709216,469265,0,600971,25347627,1.0,
24709217,600971,1,645739,25347627,1.0,0.0
25098072,488961,1,600971,28954944,1.0,1.0
25174055,515753,1,600971,30165322,1.0,0.0
25174056,600971,1,515573,30165322,1.0,0.0
25201281,625242,0,600971,3125900,1.0,
25201282,600971,1,609632,3125900,1.0,0.0
25269713,502436,1,600971,25755009,1.0,1.0
25269714,600971,0,636345,25755009,1.0,
25446007,611151,0,600971,6490097,1.0,
25446008,600971,0,516143,6490097,1.0,
25506073,638825,0,600971,26895638,1.0,
25506074,600971,0,469489,26895638,1.0,
25970866,569684,0,600971,7619139,1.0,
25970867,600971,1,485041,7619139,1.0,0.0
26073746,495901,1,600971,15311529,1.0,5.0
26402331,502371,1,600971,8417535,1.0,2.0
26491620,479145,0,600971,22435779,1.0,
26491621,600971,1,480725,22435779,1.0,0.0
26894008,604002,0,600971,22407027,1.0,
26894009,600971,1,538081,22407027,1.0,0.0
27126196,595818,0,600971,3297528,1.0,
27126197,600971,1,513601,3297528,1.0,0.0
27294855,575961,0,600971,573515,1.0,
27294856,600971,0,619761,573515,1.0,
27358258,607372,0,600971,19907921,1.0,
27358259,600971,0,639639,19907921,1.0,
27585840,539991,0,600971,22560622,1.0,
27766381,534937,1,600971,1149156,1.0,4.0
28005455,592080,0,600971,123114,1.0,
28005456,600971,1,642508,123114,1.0,0.0
28126874,621006,0,600971,31193533,1.0,
28126875,600971,0,463524,31193533,1.0,
28299682,605617,1,600971,14260220,1.0,1.0
28299683,600971,1,491184,14260220,1.0,0.0
28410027,632989,1,600971,18592333,1.0,4.0
28410028,598094,1,600971,18592333,1.0,3.0
28568223,635931,0,600971,11252475,1.0,
29011275,505190,0,600971,19575009,1.0,
29011276,600971,1,639799,19575009,1.0,0.0
29357049,570408,0,600971,24659285,1.0,
29376263,627348,1,600971,11103400,1.0,0.0
29376264,600971,0,526290,11103400,1.0,
29965984,567239,0,600971,24996013,1.0,
29965985,600971,1,618615,24996013,1.0,0.0
30212954,600971,1,599694,8844720,1.0,0.0
30317515,512887,1,600971,4524347,1.0,0.0
30317516,600971,1,524685,4524347,1.0,0.0
30338460,586445,0,600971,23089121,1.0,
30338461,600971,0,510009,23089121,1.0,
30441986,538387,0,600971,30886383,1.0,
30441987,600971,0,491054,30886383,1.0,
30474024,617544,0,600971,14708190,1.0,
30963931,600971,1,541869,6950938,1.0,0.0
31383169,592917,1,600971,22910041,1.0,0.0
31383170,600971,0,501230,22910041,1.0,
31493628,637946,0,600971,12361960,1.0,
31493629,600971,0,474446,12361960,1.0,
31810672,595107,1,600971,13664934,1.0,1.0
31853796,458413,0,600971,2696383,1.0,
31853797,600971,1,542731,2696383,1.0,0.0
31919440,600971,1,471267,24374900,1.0,0.0
32036055,557310,1,600971,24491562,1.0,3.0
32106881,490760,1,600971,14689823,1.0,0.0
32106882,600971,1,626413,14689823,1.0,0.0
32246347,468068,1,600971,25315943,1.0,2.0
32326533,500917,0,600971,31288353,1.0,
32326534,600971,0,492798,31288353,1.0,
32437511,573922,1,600971,692058,1.0,4.0
32812596,633500,0,600971,20364013,1.0,
32812597,600971,0,550321,20364013,1.0,
33260237,631890,1,600971,9786018,1.0,0.0
33260238,600971,1,465922,9786018,1.0,0.0
33277170,529115,1,600971,21778609,1.0,4.0
33277171,600971,1,484318,21778609,1.0,0.0
33849675,600971,1,554070,27657776,1.0,0.0
34100169,631721,0,600971,18836406,1.0,
34100170,600971,1,558933,18836406,1.0,0.0
34273990,628665,1,600971,8655134,1.0,0.0
34345093,565592,1,600971,13057370,1.0,5.0
34366935,528099,0,600971,1514186,1.0,
34366936,600971,1,528637,1514186,1.0,0.0
34742570,647317,0,600971,3948529,1.0,
34742571,600971,1,482136,3948529,1.0,0.0
34754040,635248,1,600971,961241,1.0,1.0
34754041,600971,1,584936,961241,1.0,0.0
35205496,466782,0,600971,25056044,1.0,
35205497,600971,0,490816,25056044,1.0,
35334077,472148,1,600971,6917439,1.0,5.0
35540668,522630,0,600971,25752261,1.0,
35540669,600971,0,543441,25752261,1.0,
35554552,478506,1,600971,9173989,1.0,3.0
35737070,647881,1,600971,16715109,1.0,4.0
35752195,496946,1,600971,7643002,1.0,4.0
35752196,600971,1,654588,7643002,1.0,0.0
35995220,597287,0,600971,10974145,1.0,
35995221,600971,1,512812,10974145,1.0,0.0
36874913,600971,1,578547,30679481,1.0,0.0
36969285,496934,0,600971,23943853,1.0,
36969286,600971,1,614722,23943853,1.0,0.0
37114506,568708,1,600971,22908437,1.0,1.0
37114507,600971,1,539062,22908437,1.0,0.0
37195656,458818,0,600971,29229167,1.0,
37279150,484433,0,600971,29989423,1.0,
37296697,601219,1,600971,28625485,1.0,0.0
37451895,629256,1,600971,28861428,1.0,3.0
37821336,523711,0,600971,15907511,1.0,
37821337,600971,1,622691,15907511,1.0,0.0
37883458,467465,0,600971,11690919,1.0,
37883459,600971,1,570313,11690919,1.0,0.0
38079761,545557,1,600971,30154696,1.0,0.0
38119339,473769,1,600971,12541501,1.0,5.0
38119340,600971,1,616650,12541501,1.0,0.0
38178736,600809,1,600971,21350434,1.0,0.0
38226319,497906,0,600971,12659698,1.0,
38226320,564516,0,600971,12659698,1.0,
38270566,607082,0,600971,13694903,1.0,
38270567,600971,0,583023,13694903,1.0,
38298684,644338,1,600971,25229546,1.0,1.0
38355290,520829,1,600971,17991763,1.0,1.0
38533316,519194,0,600971,28433439,1.0,
38533317,600971,1,557081,28433439,1.0,0.0
38690179,559383,0,600971,26893129,1.0,
38690180,600971,1,501970,26893129,1.0,0.0
38750450,644881,0,600971,12658932,1.0,
38750451,600971,1,460225,12658932,1.0,0.0
38911665,465324,1,600971,9255611,1.0,2.0
38942648,584792,1,600971,7902990,1.0,4.0
39049618,482857,0,600971,25085665,1.0,
39049619,600971,1,486554,25085665,1.0,0.0
39080619,535035,1,600971,28518517,1.0,5.0
39080620,600971,1,483953,28518517,1.0,0.0
39170027,537762,1,600971,22464752,1.0,3.0
39170028,600971,1,625078,22464752,1.0,0.0
39197857,536937,0,600971,20306151,1.0,
39197858,600971,1,471136,20306151,1.0,0.0
39435470,476832,1,600971,22901436,1.0,4.0
39612936,622899,0,600971,13579972,1.0,
39612937,600971,1,525560,13579972,1.0,0.0
40021485,649569,1,600971,24817723,1.0,2.0
40021486,600971,1,566714,24817723,1.0,0.0
40114674,513936,0,600971,22737804,1.0,
40114675,600971,1,570970,22737804,1.0,0.0
40426017,529765,1,600971,3356300,1.0,3.0
40426018,600971,1,555611,3356300,1.0,0.0
40441117,518344,0,600971,25506416,1.0,
40441118,600971,1,640181,25506416,1.0,0.0
40722561,564821,0,600971,29986979,1.0,
40722562,600971,1,554380,29986979,1.0,0.0
41106201,549193,0,600971,14694749,1.0,
41106202,600971,1,604199,14694749,1.0,0.0
41116849,472282,1,600971,4590478,1.0,0.0
41327507,605396,0,600971,23156921,1.0,
41505505,620528,0,600971,7607111,1.0,
41505506,600971,0,580031,7607111,1.0,
41613083,623293,1,600971,9779956,1.0,5.0
41783472,639008,1,600971,10031554,1.0,5.0
41783473,600971,1,582930,10031554,1.0,0.0
41855106,570906,0,600971,26967621,1.0,
41855107,600971,1,503692,26967621,1.0,0.0
41972465,534167,0,600971,23328739,1.0,
42232319,512931,0,600971,27134686,1.0,
42232320,600971,1,528949,27134686,1.0,0.0
42755268,654333,1,600971,27919139,1.0,4.0
42755269,549639,1,600971,27919139,1.0,2.0
42826392,538565,1,600971,20942699,1.0,2.0
42948164,493259,0,600971,18883226,1.0,
42948165,600971,1,457311,18883226,1.0,0.0
42982632,566013,0,600971,3157239,1.0,
42982633,600971,1,606213,3157239,1.0,0.0
43103096,482417,1,600971,8408137,1.0,4.0
43148594,518642,1,600971,7437252,1.0,3.0
43289130,490517,0,600971,22080042,1.0,
43289131,600971,1,487708,22080042,1.0,0.0
43365774,574135,1,600971,29641482,1.0,2.0
43515193,610189,1,600971,1799869,1.0,3.0
43515194,600971,0,557033,1799869,1.0,
43620703,629517,1,600971,12907302,1.0,0.0
43910635,482211,1,600971,25767813,1.0,4.0
43910636,600971,1,539167,25767813,1.0,0.0
44040375,593212,0,600971,14969093,1.0,
44040376,600971,0,475235,14969093,1.0,
44167161,594368,1,600971,22732575,1.0,0.0
44914212,582549,1,600971,10312230,1.0,1.0
44914213,600971,0,542296,10312230,1.0,
45253867,533962,1,600971,29583275,1.0,1.0
45319575,635463,0,600971,11161841,1.0,
45319576,600971,1,575593,11161841,1.0,0.0
45588445,498560,0,600971,19532881,1.0,
45588446,600971,1,542727,19532881,1.0,0.0
45843852,571229,0,600971,22335607,1.0,
45843853,600971,0,641910,22335607,1.0,
45966276,636673,1,600971,28432677,1.0,2.0
45966277,600971,0,512802,28432677,1.0,
45978742,541357,0,600971,17727638,1.0,
46048712,480177,1,600971,1501572,1.0,4.0
46082714,640026,1,600971,20848620,1.0,0.0
46178918,563422,0,600971,17540448,1.0,
46178919,600971,1,501383,17540448,1.0,0.0
46265704,560187,1,600971,27152327,1.0,2.0
46265705,600971,1,607968,27152327,1.0,0.0
46408437,638875,0,600971,8478729,1.0,
46408438,600971,1,635846,8478729,1.0,0.0
46441565,611031,0,600971,2008080,1.0,
46441566,600971,1,608686,2008080,1.0,0.0
47144654,578922,1,600971,5324438,1.0,3.0
47144655,600971,1,612150,5324438,1.0,0.0
47191950,473068,1,600971,5980094,1.0,4.0
47191951,600971,1,528700,5980094,1.0,0.0
47384647,649166,0,600971,13067034,1.0,
47384648,600971,1,613450,13067034,1.0,0.0
47463164,518321,1,600971,5905475,1.0,4.0
47666619,566689,0,600971,1217783,1.0,
47666620,600971,0,496469,1217783,1.0,
47823483,569964,0,600971,17144658,1.0,
47823484,600971,1,608261,17144658,1.0,0.0
48546451,553184,1,600971,14449964,1.0,0.0
48785203,580309,0,600971,24460245,1.0,
48785204,600971,1,499134,24460245,1.0,0.0
48826684,650915,1,600971,21610929,1.0,1.0
48826685,600971,1,470784,21610929,1.0,0.0
48826927,470784,1,600971,23011210,1.0,0.0
48968132,502530,1,600971,3933298,1.0,1.0
48968133,600971,0,524982,3933298,1.0,
49287490,654245,1,600971,8077234,1.0,3.0
49287491,600971,1,629907,8077234,1.0,0.0
49350112,547227,0,600971,8490664,1.0,
49350113,600971,1,578036,8490664,1.0,0.0
49545885,524339,1,600971,24235240,1.0,1.0
49547446,573413,1,600971,12023308,1.0,0.0
49547447,600971,1,536130,12023308,1.0,0.0
49727814,510901,0,600971,26190022,1.0,
49727815,600971,1,465498,26190022,1.0,0.0
49947983,517873,0,600971,21772848,1.0,
49947984,600971,0,460286,21772848,1.0,
50072888,569693,1,600971,27069718,1.0,0.0
50072889,600971,1,482527,27069718,1.0,0.0
50228505,518824,1,600971,20149276,1.0,4.0
50250381,493222,1,600971,10841396,1.0,1.0
50786185,600971,1,465085,9518094,1.0,0.0
50846736,501186,0,600971,9774764,1.0,
50846737,600971,1,595221,9774764,1.0,0.0
51076220,570662,1,600971,29990435,1.0,2.0
51076221,600971,1,501063,29990435,1.0,0.0
51217069,650011,0,600971,14169618,1.0,
51217070,600971,1,496276,14169618,1.0,0.0
51246830,541054,1,600971,4155869,1.0,4.0
51399553,561298,0,600971,20826749,1.0,
51399554,574616,0,600971,20826749,1.0,
51606840,635187,1,600971,2338808,1.0,2.0
51730702,516197,0,600971,14862875,1.0,
51730703,600971,0,469837,14862875,1.0,
51915419,540150,1,600971,6680197,1.0,4.0
51915420,600971,0,579771,6680197,1.0,
52293804,496664,0,600971,31307221,1.0,
52303011,514570,0,600971,12270521,1.0,
52614323,483858,1,600971,12358995,1.0,2.0
52614324,600971,1,554368,12358995,1.0,0.0
52976961,549801,1,600971,19355080,1.0,4.0
53032692,579434,0,600971,27577949,1.0,
53032693,600971,0,587749,27577949,1.0,
53465727,572727,0,600971,5974858,1.0,
53465728,600971,1,465054,5974858,1.0,0.0
53781029,600971,1,643871,1158946,1.0,0.0
54043296,537477,1,600971,27836414,1.0,0.0
54231420,605774,0,600971,28221489,1.0,
54231421,600971,1,472842,28221489,1.0,0.0
54774212,581742,1,600971,20078421,1.0,4.0
54774213,600971,0,544957,20078421,1.0,
54934018,512455,0,600971,23000664,1.0,
54934019,600971,1,515202,23000664,1.0,0.0
55021061,624639,0,600971,19993383,1.0,
55021062,600971,1,544047,19993383,1.0,0.0
55044886,582725,1,600971,10821892,1.0,2.0
55206708,500274,1,600971,24134457,1.0,4.0
55206709,600971,0,567137,24134457,1.0,
55280199,539625,1,600971,19483221,1.0,3.0
55280200,600971,1,502348,19483221,1.0,0.0
55498923,468188,1,600971,17799675,1.0,2.0
55498924,600971,1,599881,17799675,1.0,0.0
55714544,556329,0,600971,1944685,1.0,
55714545,600971,1,499977,1944685,1.0,0.0
55832306,511947,1,600971,26106874,1.0,0.0
55832307,600971,1,603968,26106874,1.0,0.0
56265753,593927,1,600971,5101948,1.0,2.0
56332790,650911,0,600971,19620747,1.0,
56332791,600971,0,581412,19620747,1.0,
56732321,568348,1,600971,29379382,1.0,0.0
56732322,600971,1,613858,29379382,1.0,0.0
57144492,590195,0,600971,16334750,1.0,
57144493,600971,0,549671,16334750,1.0,
57386541,492642,0,600971,11499150,1.0,
57386542,600971,0,611230,11499150,1.0,
57439185,494967,0,600971,1065644,1.0,
57439186,600971,0,569370,1065644,1.0,
57524148,512439,0,600971,12117643,1.0,
57524149,600971,1,577347,12117643,1.0,0.0
58476145,507770,1,600971,18751351,1.0,4.0
58476146,600971,1,630498,18751351,1.0,0.0
58762193,653203,1,600971,13764999,1.0,1.0
58979967,596495,1,600971,11577899,1.0,5.0
58979968,600971,0,536859,11577899,1.0,
59122725,600079,1,600971,448257,1.0,5.0
59122726,600971,1,647541,448257,1.0,0.0
59254822,457891,1,600971,17830104,1.0,3.0
59451123,471911,0,600971,5100622,1.0,
59537564,463416,1,600971,18362417,1.0,2.0
59537565,600971,0,499564,18362417,1.0,
60096458,535792,0,600971,23515112,1.0,
60096459,600971,1,556183,23515112,1.0,0.0
60167261,628915,1,600971,12715222,1.0,1.0
60355060,465143,1,600971,28288831,1.0,0.0
60839195,468912,1,600971,2604263,1.0,3.0
60946817,568700,0,600971,9860744,1.0,
60946818,600971,1,512478,9860744,1.0,0.0
60966821,461608,0,600971,29214542,1.0,
60966822,600971,1,596590,29214542,1.0,0.0
60993925,596340,1,600971,7354813,1.0,1.0
61556729,570815,0,600971,28106557,1.0,
61568759,575952,1,600971,6748201,1.0,4.0
61568760,614052,1,600971,6748201,1.0,5.0
61636611,638591,1,600971,6956116,1.0,0.0
61647335,473804,1,600971,18749952,1.0,4.0
61647336,600971,1,638591,18749952,1.0,0.0
61698817,652825,0,600971,2685013,1.0,
61731457,604242,0,600971,30900996,1.0,
61731458,600971,0,541156,30900996,1.0,
61876924,579517,0,600971,31285237,1.0,
61876925,600971,1,577981,31285237,1.0,0.0
62360964,477333,1,600971,26488569,1.0,0.0
62360965,600971,1,583408,26488569,1.0,0.0
62440788,541341,1,600971,479554,1.0,0.0
62637337,525705,1,600971,16599763,1.0,0.0
62854021,467051,1,600971,22475924,1.0,0.0
62973009,497488,0,600971,10647003,1.0,
63019783,641891,1,600971,19893801,1.0,0.0
63208780,465358,1,600971,7285992,1.0,5.0
63724908,566584,1,600971,7013236,1.0,5.0
63798851,575170,0,600971,2764811,1.0,
63798852,600971,0,531212,2764811,1.0,
64301038,479602,1,600971,29131658,1.0,0.0
64301039,600971,1,546574,29131658,1.0,0.0
64605219,550915,0,600971,31490642,1.0,
64605220,600971,0,494811,31490642,1.0,
65316232,600971,0,631263,24908973,1.0,
65409779,644683,0,600971,23587231,1.0,
65409780,600971,0,593053,23587231,1.0,
65951215,570328,1,600971,28297269,1.0,0.0
66265925,560274,1,600971,29391877,1.0,3.0
66307739,580873,1,600971,30607060,1.0,5.0
66480499,610028,0,600971,23853973,1.0,
66480500,600971,1,548942,23853973,1.0,0.0
66483172,585494,0,600971,6321527,1.0,
66483173,600971,0,545067,6321527,1.0,
66544870,653201,0,600971,4172442,1.0,
66544871,600971,1,466778,4172442,1.0,0.0
66729580,636785,0,600971,9959098,1.0,
66729581,600971,0,464776,9959098,1.0,
66859075,510507,0,600971,19105784,1.0,
66859076,600971,1,560403,19105784,1.0,0.0
67010053,528293,0,600971,5652663,1.0,
67010054,600971,1,485594,5652663,1.0,0.0
67485175,600409,1,600971,31115431,1.0,1.0
67538558,551198,1,600971,29597862,1.0,2.0
67774792,553971,1,600971,3564488,1.0,4.0
67774793,594805,1,600971,3564488,1.0,5.0
67939997,611440,0,600971,23422019,1.0,
67939998,512498,0,600971,23422019,1.0,
68973318,623334,0,600971,10887658,1.0,
68973319,600971,0,468553,10887658,1.0,
69276159,600971,1,584513,10505430,1.0,0.0
69293893,607450,1,600971,20916837,1.0,4.0
69319921,468813,1,600971,11601632,1.0,4.0
69319922,600971,1,650994,11601632,1.0,0.0
69369759,458906,0,600971,24372561,1.0,
70058639,504928,0,600971,12044410,1.0,
70058640,600971,0,655376,12044410,1.0,
70110500,651721,1,600971,10674950,1.0,5.0
70110501,600971,1,576001,10674950,1.0,0.0
70166378,633937,1,600971,9511720,1.0,4.0
70202854,627642,0,600971,5890360,1.0,
70202855,600971,1,541814,5890360,1.0,0.0
70356021,657536,1,600971,25315235,1.0,2.0
70456372,610109,1,600971,23944170,1.0,5.0
70837820,559855,0,600971,12111142,1.0,
71201016,463261,0,600971,24805486,1.0,
71201017,600971,1,457292,24805486,1.0,0.0
71270487,541707,0,600971,3905716,1.0,
71360153,575056,1,600971,605908,1.0,0.0
71360154,600971,0,524114,605908,1.0,
