,Unnamed: 0,Source,eType,Target,Time,Weight,SourceLocation
769,122390875,502823,5,523927,31536000,884.38,
770,122390876,502823,5,580426,31536000,274.59,
771,122390877,502823,5,616315,31536000,695.68,
772,122390878,502823,5,642329,31536000,489.7,
773,122390879,502823,5,503701,31536000,67.5,
774,122390880,502823,5,571970,31536000,47.8,
775,122390881,502823,5,632961,31536000,149.41,
776,122390882,502823,5,473173,31536000,779.06,
777,122390883,502823,5,620120,31536000,2579.72,
778,122390884,502823,5,575030,31536000,2066.56,
779,122390885,502823,5,621924,31536000,310.35,
780,120361000,534034,5,503218,31536000,324.44,
781,120361001,552988,5,534034,31536000,6909.84,
782,120361002,534034,5,567195,31536000,98.42,
783,120361003,534034,5,527449,31536000,98.45,
784,120361004,534034,5,459381,31536000,217.43,
785,120361005,534034,5,595298,31536000,923.82,
786,120361006,534034,5,466907,31536000,331.89,
787,120361007,534034,5,589943,31536000,813.98,
788,120361008,534034,5,523927,31536000,7.09,
789,120361009,534034,5,580426,31536000,24.66,
790,120361010,534034,5,595581,31536000,243.16,
791,120361011,534034,5,642329,31536000,196.86,
792,120361012,534034,5,503701,31536000,519.34,
793,120361013,534034,5,571970,31536000,37.46,
794,120361014,534034,5,632961,31536000,159.21,
795,120361015,534034,5,473173,31536000,359.29,
796,120361016,534034,5,620120,31536000,383.24,
797,120361017,534034,5,621924,31536000,543.76,
798,121564915,494254,5,503218,31536000,272.66,
799,121564916,494254,5,630626,31536000,1212.08,
800,121564917,552988,5,494254,31536000,2009.75,
801,121564918,494254,5,567195,31536000,133.84,
802,121564919,494254,5,527449,31536000,122.55,
803,121564920,494254,5,459381,31536000,238.93,
804,121564921,494254,5,595298,31536000,248.49,
805,121564922,494254,5,466907,31536000,203.05,
806,121564923,494254,5,606730,31536000,257.67,
807,121564924,494254,5,589943,31536000,95.47,
808,121564925,494254,5,523927,31536000,375.52,
809,121564926,494254,5,580426,31536000,24.54,
810,121564927,494254,5,616315,31536000,177.78,
811,121564928,494254,5,642329,31536000,165.89,
812,121564929,494254,5,503701,31536000,424.69,
813,121564930,494254,5,571970,31536000,4.59,
814,121564931,494254,5,632961,31536000,21.58,
815,121564932,494254,5,473173,31536000,472.67,
816,121564933,494254,5,620120,31536000,956.44,
817,121564934,494254,5,575030,31536000,520.51,
818,121564935,494254,5,621924,31536000,286.61,
819,121821622,598500,5,536346,31536000,762.59,
820,121821623,510031,5,598500,31536000,296.75,
821,121821624,598500,5,520660,31536000,822.39,
822,121821625,552988,5,598500,31536000,7478.44,
823,121821626,598500,5,527449,31536000,108.74,
824,121821627,598500,5,459381,31536000,506.27,
825,121821628,598500,5,595298,31536000,2424.92,
826,121821629,598500,5,466907,31536000,654.94,
827,121821630,598500,5,606730,31536000,532.06,
828,121821631,598500,5,589943,31536000,1747.95,
829,121821632,598500,5,577992,31536000,1869.39,
830,121821633,598500,5,537281,31536000,377.6,
831,121821634,598500,5,580426,31536000,327.4,
832,121821635,598500,5,595581,31536000,2139.54,
833,121821636,598500,5,571970,31536000,86.01,
834,121821637,598500,5,644226,31536000,1507.82,
835,121821638,598500,5,632961,31536000,171.46,
836,121821639,598500,5,473173,31536000,2012.91,
837,121821640,598500,5,620120,31536000,1415.94,
838,121821641,598500,5,621924,31536000,904.89,
839,121901639,501111,5,630626,31536000,1207.47,
840,121901640,510031,5,501111,31536000,198.5,
841,121901641,552988,5,501111,31536000,7726.98,
842,121901642,501111,5,567195,31536000,151.79,
843,121901643,501111,5,527449,31536000,57.09,
844,121901644,501111,5,459381,31536000,362.51,
845,121901645,501111,5,595298,31536000,1570.18,
846,121901646,501111,5,466907,31536000,272.64,
847,121901647,501111,5,589943,31536000,1305.14,
848,121901648,501111,5,577992,31536000,1195.07,
849,121901649,501111,5,537281,31536000,445.71,
850,121901650,501111,5,523927,31536000,549.59,
851,121901651,501111,5,595581,31536000,208.11,
852,121901652,501111,5,642329,31536000,284.87,
853,121901653,501111,5,632961,31536000,387.54,
854,121901654,501111,5,473173,31536000,280.96,
855,121901655,501111,5,620120,31536000,899.68,
856,121901656,501111,5,621924,31536000,29.1,
857,121481633,583598,5,536346,31536000,825.22,
858,121481634,510031,5,583598,31536000,11.81,
859,121481635,552988,5,583598,31536000,13415.5,
860,121481636,583598,5,527449,31536000,128.33,
861,121481637,583598,5,459381,31536000,281.5,
862,121481638,583598,5,595298,31536000,1165.95,
863,121481639,583598,5,466907,31536000,201.47,
864,121481640,583598,5,589943,31536000,440.6,
865,121481641,583598,5,577992,31536000,711.94,
866,121481642,583598,5,537281,31536000,10.34,
867,121481643,583598,5,523927,31536000,98.54,
868,121481644,583598,5,580426,31536000,681.41,
869,121481645,583598,5,595581,31536000,1112.22,
870,121481646,583598,5,642329,31536000,48.49,
871,121481647,583598,5,503701,31536000,2050.44,
872,121481648,583598,5,571970,31536000,26.2,
873,121481649,583598,5,644226,31536000,970.13,
874,121481650,583598,5,632961,31536000,167.27,
875,121481651,583598,5,473173,31536000,701.32,
876,121481652,583598,5,620120,31536000,3069.8,
877,121481653,583598,5,575030,31536000,2400.13,
878,121481654,583598,5,621924,31536000,834.47,
879,120536220,561612,5,640784,31536000,293.64,
880,120536221,561612,5,630626,31536000,1828.17,
881,120536222,552988,5,561612,31536000,6597.43,
882,120536223,561612,5,567195,31536000,898.97,
883,120536224,561612,5,527449,31536000,140.08,
884,120536225,561612,5,459381,31536000,223.6,
885,120536226,561612,5,595298,31536000,668.72,
886,120536227,561612,5,466907,31536000,84.56,
887,120536228,561612,5,606730,31536000,202.75,
888,120536229,561612,5,589943,31536000,477.99,
889,120536230,561612,5,523927,31536000,1024.41,
890,120536231,561612,5,595581,31536000,219.54,
891,120536232,561612,5,616315,31536000,124.3,
892,120536233,561612,5,642329,31536000,198.25,
893,120536234,561612,5,503701,31536000,869.71,
894,120536235,561612,5,571970,31536000,46.95,
895,120536236,561612,5,632961,31536000,80.97,
896,120536237,561612,5,473173,31536000,1084.72,
897,120536238,561612,5,620120,31536000,828.62,
898,120536239,561612,5,575030,31536000,3554.14,
899,120536240,561612,5,621924,31536000,399.99,
900,121943219,477102,5,640784,31536000,19.4,
901,121943220,477102,5,630626,31536000,2741.63,
902,121943221,552988,5,477102,31536000,7598.39,
903,121943222,477102,5,567195,31536000,2622.29,
904,121943223,477102,5,527449,31536000,90.28,
905,121943224,477102,5,459381,31536000,188.14,
906,121943225,477102,5,595298,31536000,264.37,
907,121943226,477102,5,589943,31536000,681.03,
908,121943227,477102,5,537281,31536000,217.49,
909,121943228,477102,5,523927,31536000,467.84,
910,121943229,477102,5,580426,31536000,301.74,
911,121943230,477102,5,616315,31536000,465.64,
912,121943231,477102,5,571970,31536000,20.52,
913,121943232,477102,5,632961,31536000,26.02,
914,121943233,477102,5,473173,31536000,446.49,
915,121943234,477102,5,620120,31536000,914.76,
916,121943235,477102,5,575030,31536000,2317.14,
917,120657274,618893,5,640784,31536000,999.33,
918,120657275,618893,5,503218,31536000,467.78,
919,120657276,618893,5,630626,31536000,3801.42,
920,120657277,510031,5,618893,31536000,1021.97,
921,120657278,552988,5,618893,31536000,31325.6,
922,120657279,618893,5,567195,31536000,2624.41,
923,120657280,618893,5,527449,31536000,490.7,
924,120657281,618893,5,459381,31536000,460.53,
925,120657282,618893,5,595298,31536000,977.04,
926,120657283,618893,5,466907,31536000,421.82,
927,120657284,618893,5,589943,31536000,615.22,
928,120657285,618893,5,537281,31536000,403.39,
929,120657286,618893,5,523927,31536000,1993.51,
930,120657287,618893,5,616315,31536000,290.27,
931,120657288,618893,5,503701,31536000,3611.62,
932,120657289,618893,5,571970,31536000,58.17,
933,120657290,618893,5,473173,31536000,1046.14,
934,120657291,618893,5,620120,31536000,2971.53,
935,120826027,561603,5,640784,31536000,171.12,
936,120826028,561603,5,630626,31536000,853.98,
937,120826029,552988,5,561603,31536000,6385.43,
938,120826030,561603,5,567195,31536000,627.16,
939,120826031,561603,5,527449,31536000,12.62,
940,120826032,561603,5,459381,31536000,406.48,
941,120826033,561603,5,595298,31536000,948.86,
942,120826034,561603,5,466907,31536000,123.43,
943,120826035,561603,5,589943,31536000,504.54,
944,120826036,561603,5,577992,31536000,12.68,
945,120826037,561603,5,537281,31536000,426.05,
946,120826038,561603,5,580426,31536000,199.25,
947,120826039,561603,5,595581,31536000,469.67,
948,120826040,561603,5,642329,31536000,92.07,
949,120826041,561603,5,503701,31536000,581.06,
950,120826042,561603,5,571970,31536000,32.51,
951,120826043,561603,5,632961,31536000,154.74,
952,120826044,561603,5,473173,31536000,402.13,
953,120826045,620120,5,561603,31536000,647.06,
954,120826046,561603,5,575030,31536000,2763.63,
955,121683508,462691,5,536346,31536000,1955.64,
956,121683509,552988,5,462691,31536000,15834.2,
957,121683510,462691,5,567195,31536000,1167.6,
958,121683511,462691,5,527449,31536000,136.69,
959,121683512,462691,5,459381,31536000,199.96,
960,121683513,462691,5,595298,31536000,610.88,
961,121683514,462691,5,466907,31536000,179.64,
962,121683515,462691,5,589943,31536000,1880.55,
963,121683516,462691,5,577992,31536000,1297.18,
964,121683517,462691,5,537281,31536000,144.98,
965,121683518,462691,5,523927,31536000,570.0,
966,121683519,462691,5,580426,31536000,388.56,
967,121683520,462691,5,595581,31536000,247.23,
968,121683521,462691,5,616315,31536000,598.91,
969,121683522,462691,5,642329,31536000,7.09,
970,121683523,462691,5,503701,31536000,1998.23,
971,121683524,462691,5,644226,31536000,644.57,
972,121683525,462691,5,632961,31536000,130.07,
973,121683526,462691,5,473173,31536000,48.45,
974,121683527,462691,5,620120,31536000,1862.25,
975,121683528,462691,5,621924,31536000,632.43,
976,121682190,594292,5,640784,31536000,139.6,
977,121682191,594292,5,536346,31536000,1260.58,
978,121682192,510031,5,594292,31536000,706.97,
979,121682193,594292,5,520660,31536000,1183.08,
980,121682194,552988,5,594292,31536000,23720.1,
981,121682195,594292,5,567195,31536000,6098.26,
982,121682196,594292,5,527449,31536000,246.66,
983,121682197,594292,5,459381,31536000,407.92,
984,121682198,594292,5,595298,31536000,959.22,
985,121682199,594292,5,466907,31536000,799.46,
986,121682200,594292,5,577992,31536000,832.27,
987,121682201,594292,5,537281,31536000,47.58,
988,121682202,594292,5,523927,31536000,3613.13,
989,121682203,594292,5,580426,31536000,113.02,
990,121682204,594292,5,595581,31536000,871.55,
991,121682205,594292,5,642329,31536000,171.6,
992,121682206,594292,5,503701,31536000,1640.39,
993,121682207,594292,5,644226,31536000,2233.54,
994,121682208,594292,5,632961,31536000,121.13,
995,121682209,594292,5,473173,31536000,755.84,
996,121682210,594292,5,620120,31536000,3542.16,
997,121682211,594292,5,575030,31536000,6024.02,
998,121544839,493328,5,640784,31536000,157.99,
999,121544840,493328,5,536346,31536000,534.63,
1000,121544841,552988,5,493328,31536000,14737.3,
1001,121544842,493328,5,567195,31536000,102.58,
1002,121544843,493328,5,527449,31536000,1.38,
1003,121544844,493328,5,459381,31536000,349.49,
1004,121544845,493328,5,595298,31536000,42.48,
1005,121544846,493328,5,466907,31536000,503.85,
1006,121544847,493328,5,589943,31536000,1526.13,
1007,121544848,493328,5,577992,31536000,869.98,
1008,121544849,493328,5,537281,31536000,307.44,
1009,121544850,493328,5,523927,31536000,1923.52,
1010,121544851,493328,5,580426,31536000,681.11,
1011,121544852,493328,5,616315,31536000,376.43,
1012,121544853,493328,5,642329,31536000,299.33,
1013,121544854,493328,5,503701,31536000,2611.2,
1014,121544855,493328,5,571970,31536000,5.52,
1015,121544856,493328,5,644226,31536000,1001.47,
1016,121544857,493328,5,632961,31536000,522.5,
1017,121544858,493328,5,473173,31536000,1590.87,
1018,121544859,493328,5,620120,31536000,336.71,
1019,121544860,493328,5,575030,31536000,14271.5,
1020,121544861,493328,5,621924,31536000,708.88,
1021,121670904,551022,5,640784,31536000,311.67,
1022,121670905,551022,5,536346,31536000,633.85,
1023,121670906,510031,5,551022,31536000,198.78,
1024,121670907,551022,5,520660,31536000,1454.71,
1025,121670908,552988,5,551022,31536000,13678.2,
1026,121670909,551022,5,567195,31536000,1134.04,
1027,121670910,551022,5,527449,31536000,39.97,
1028,121670911,551022,5,459381,31536000,217.72,
1029,121670912,551022,5,595298,31536000,1136.28,
1030,121670913,551022,5,466907,31536000,225.38,
1031,121670914,551022,5,589943,31536000,868.26,
1032,121670915,551022,5,577992,31536000,564.22,
1033,121670916,551022,5,523927,31536000,689.17,
1034,121670917,551022,5,580426,31536000,288.54,
1035,121670918,551022,5,595581,31536000,1439.84,
1036,121670919,551022,5,642329,31536000,250.99,
1037,121670920,551022,5,503701,31536000,695.83,
1038,121670921,551022,5,571970,31536000,12.61,
1039,121670922,551022,5,644226,31536000,511.31,
1040,121670923,551022,5,632961,31536000,37.62,
1041,121670924,551022,5,473173,31536000,419.11,
1042,121670925,551022,5,620120,31536000,808.63,
1043,121670926,551022,5,575030,31536000,1728.78,
1044,121670927,551022,5,621924,31536000,142.47,
1045,122222710,494412,5,640784,31536000,351.09,
1046,122222711,494412,5,630626,31536000,4637.28,
1047,122222712,510031,5,494412,31536000,240.67,
1048,122222713,552988,5,494412,31536000,8830.63,
1049,122222714,494412,5,527449,31536000,383.58,
1050,122222715,494412,5,459381,31536000,514.54,
1051,122222716,494412,5,595298,31536000,4106.43,
1052,122222717,494412,5,466907,31536000,212.0,
1053,122222718,494412,5,589943,31536000,1213.7,
1054,122222719,494412,5,577992,31536000,788.79,
1055,122222720,494412,5,523927,31536000,18.51,
1056,122222721,494412,5,580426,31536000,230.3,
1057,122222722,494412,5,616315,31536000,1570.4,
1058,122222723,494412,5,503701,31536000,1173.39,
1059,122222724,494412,5,632961,31536000,477.91,
1060,122222725,494412,5,473173,31536000,376.85,
1061,122222726,494412,5,620120,31536000,810.73,
1062,121221660,518460,5,630626,31536000,4847.31,
1063,121221661,552988,5,518460,31536000,10961.4,
1064,121221662,518460,5,567195,31536000,1438.81,
1065,121221663,518460,5,527449,31536000,39.18,
1066,121221664,518460,5,459381,31536000,250.91,
1067,121221665,518460,5,595298,31536000,1054.06,
1068,121221666,518460,5,466907,31536000,347.47,
1069,121221667,518460,5,589943,31536000,349.73,
1070,121221668,518460,5,577992,31536000,380.26,
1071,121221669,518460,5,580426,31536000,544.24,
1072,121221670,518460,5,595581,31536000,317.05,
1073,121221671,518460,5,616315,31536000,726.56,
1074,121221672,518460,5,642329,31536000,379.63,
1075,121221673,518460,5,473173,31536000,2213.37,
1076,121221674,620120,5,518460,31536000,147.06,
1077,121221675,518460,5,575030,31536000,5630.4,
1078,121035300,614387,5,536346,31536000,1246.32,
1079,121035301,510031,5,614387,31536000,1826.4,
1080,121035302,552988,5,614387,31536000,28158.6,
1081,121035303,614387,5,527449,31536000,82.73,
1082,121035304,614387,5,459381,31536000,582.44,
1083,121035305,614387,5,595298,31536000,2956.59,
1084,121035306,614387,5,466907,31536000,752.68,
1085,121035307,614387,5,537281,31536000,84.08,
1086,121035308,614387,5,523927,31536000,1333.77,
1087,121035309,614387,5,642329,31536000,276.73,
1088,121035310,614387,5,503701,31536000,2575.76,
1089,121035311,614387,5,644226,31536000,583.29,
1090,121035312,614387,5,632961,31536000,493.53,
1091,121035313,614387,5,473173,31536000,1719.46,
1092,121035314,614387,5,620120,31536000,4877.39,
1093,121035315,614387,5,575030,31536000,3375.71,
1094,120785960,545018,5,536346,31536000,336.82,
1095,120785961,510031,5,545018,31536000,236.1,
1096,120785962,545018,5,520660,31536000,1246.85,
1097,120785963,552988,5,545018,31536000,4706.26,
1098,120785964,545018,5,567195,31536000,137.59,
1099,120785965,545018,5,527449,31536000,91.8,
1100,120785966,545018,5,459381,31536000,7.81,
1101,120785967,545018,5,595298,31536000,143.94,
1102,120785968,545018,5,466907,31536000,159.18,
1103,120785969,545018,5,589943,31536000,251.61,
1104,120785970,545018,5,577992,31536000,1164.78,
1105,120785971,545018,5,537281,31536000,28.49,
1106,120785972,545018,5,523927,31536000,1169.09,
1107,120785973,545018,5,595581,31536000,803.08,
1108,120785974,545018,5,616315,31536000,364.69,
1109,120785975,545018,5,503701,31536000,625.15,
1110,120785976,545018,5,644226,31536000,183.01,
1111,120785977,545018,5,632961,31536000,75.68,
1112,120785978,545018,5,473173,31536000,1364.53,
1113,120785979,545018,5,620120,31536000,1203.89,
1114,120785980,545018,5,621924,31536000,151.99,
1115,121869925,523968,5,536346,31536000,495.19,
1116,121869926,510031,5,523968,31536000,138.42,
1117,121869927,523968,5,520660,31536000,1976.16,
1118,121869928,552988,5,523968,31536000,11571.4,
1119,121869929,523968,5,567195,31536000,382.45,
1120,121869930,523968,5,527449,31536000,131.33,
1121,121869931,523968,5,459381,31536000,86.24,
1122,121869932,523968,5,595298,31536000,1356.87,
1123,121869933,523968,5,466907,31536000,196.31,
1124,121869934,523968,5,537281,31536000,335.38,
1125,121869935,523968,5,523927,31536000,964.53,
1126,121869936,523968,5,580426,31536000,450.9,
1127,121869937,523968,5,616315,31536000,454.93,
1128,121869938,523968,5,503701,31536000,236.18,
1129,121869939,523968,5,571970,31536000,58.71,
1130,121869940,523968,5,644226,31536000,430.03,
1131,121869941,523968,5,632961,31536000,21.66,
1132,121869942,523968,5,473173,31536000,182.21,
1133,121869943,523968,5,620120,31536000,1728.89,
1134,121869944,523968,5,575030,31536000,678.23,
1135,121869945,523968,5,621924,31536000,557.08,
1136,120924308,635458,5,536346,31536000,976.39,
1137,120924309,635458,5,520660,31536000,1331.69,
1138,120924310,552988,5,635458,31536000,24771.4,
1139,120924311,635458,5,567195,31536000,8676.58,
1140,120924312,635458,5,527449,31536000,166.84,
1141,120924313,635458,5,459381,31536000,223.26,
1142,120924314,635458,5,595298,31536000,985.4,
1143,120924315,635458,5,466907,31536000,97.33,
1144,120924316,635458,5,589943,31536000,2294.46,
1145,120924317,635458,5,577992,31536000,1403.02,
1146,120924318,635458,5,537281,31536000,61.85,
1147,120924319,635458,5,580426,31536000,3261.42,
1148,120924320,635458,5,595581,31536000,140.77,
1149,120924321,635458,5,616315,31536000,2302.97,
1150,120924322,635458,5,642329,31536000,967.07,
1151,120924323,635458,5,503701,31536000,2484.96,
1152,120924324,635458,5,571970,31536000,337.01,
1153,120924325,635458,5,644226,31536000,1205.95,
1154,120924326,635458,5,632961,31536000,386.5,
1155,120924327,635458,5,473173,31536000,90.49,
1156,120924328,635458,5,620120,31536000,8476.91,
1157,120924329,635458,5,575030,31536000,3929.83,
1158,120924330,635458,5,621924,31536000,13624.9,
1159,120607490,572724,5,536346,31536000,556.92,
1160,120607491,510031,5,572724,31536000,237.2,
1161,120607492,572724,5,520660,31536000,975.36,
1162,120607493,552988,5,572724,31536000,11737.8,
1163,120607494,572724,5,567195,31536000,576.46,
1164,120607495,572724,5,527449,31536000,110.67,
1165,120607496,572724,5,459381,31536000,147.82,
1166,120607497,572724,5,595298,31536000,936.23,
1167,120607498,572724,5,466907,31536000,215.77,
1168,120607499,572724,5,589943,31536000,1405.11,
1169,120607500,572724,5,537281,31536000,241.26,
1170,120607501,572724,5,523927,31536000,325.34,
1171,120607502,572724,5,580426,31536000,410.91,
1172,120607503,572724,5,595581,31536000,655.58,
1173,120607504,572724,5,616315,31536000,692.43,
1174,120607505,572724,5,642329,31536000,473.06,
1175,120607506,572724,5,503701,31536000,646.78,
1176,120607507,572724,5,571970,31536000,30.94,
1177,120607508,572724,5,644226,31536000,187.15,
1178,120607509,572724,5,632961,31536000,34.67,
1179,120607510,572724,5,473173,31536000,384.27,
1180,120607511,572724,5,620120,31536000,1045.07,
1181,120607512,572724,5,575030,31536000,936.81,
1182,120607513,572724,5,621924,31536000,56.39,
1183,121706694,478093,5,536346,31536000,359.52,
1184,121706695,510031,5,478093,31536000,1450.77,
1185,121706696,552988,5,478093,31536000,31922.8,
1186,121706697,478093,5,567195,31536000,11165.4,
1187,121706698,478093,5,527449,31536000,296.57,
1188,121706699,478093,5,459381,31536000,751.59,
1189,121706700,478093,5,595298,31536000,1360.63,
1190,121706701,478093,5,466907,31536000,735.03,
1191,121706702,478093,5,589943,31536000,567.39,
1192,121706703,478093,5,577992,31536000,102.67,
1193,121706704,478093,5,523927,31536000,344.81,
1194,121706705,478093,5,580426,31536000,460.69,
1195,121706706,478093,5,616315,31536000,1438.81,
1196,121706707,478093,5,642329,31536000,1881.12,
1197,121706708,478093,5,503701,31536000,1895.6,
1198,121706709,478093,5,571970,31536000,161.52,
1199,121706710,478093,5,644226,31536000,240.72,
1200,121706711,478093,5,632961,31536000,173.02,
1201,121706712,478093,5,473173,31536000,1016.66,
1202,121706713,478093,5,620120,31536000,2541.19,
1203,121706714,478093,5,575030,31536000,7806.56,
1204,121706715,478093,5,621924,31536000,54.92,
1205,120862786,535275,5,503218,31536000,119.07,
1206,120862787,535275,5,536346,31536000,97.81,
1207,120862788,510031,5,535275,31536000,136.69,
1208,120862789,552988,5,535275,31536000,2290.28,
1209,120862790,535275,5,527449,31536000,22.97,
1210,120862791,535275,5,459381,31536000,525.91,
1211,120862792,535275,5,595298,31536000,786.72,
1212,120862793,535275,5,466907,31536000,37.43,
1213,120862794,535275,5,606730,31536000,104.8,
1214,120862795,535275,5,537281,31536000,147.95,
1215,120862796,535275,5,595581,31536000,295.56,
1216,120862797,535275,5,642329,31536000,505.19,
1217,120862798,535275,5,503701,31536000,603.86,
1218,120862799,535275,5,571970,31536000,12.64,
1219,120862800,535275,5,644226,31536000,32.05,
1220,120862801,535275,5,473173,31536000,74.82,
1221,120862802,535275,5,620120,31536000,132.17,
1222,120862803,535275,5,575030,31536000,1535.9,
1223,120862804,535275,5,621924,31536000,148.67,
1224,121095055,512759,5,640784,31536000,80.17,
1225,121095056,512759,5,503218,31536000,159.59,
1226,121095057,512759,5,630626,31536000,2174.07,
1227,121095058,510031,5,512759,31536000,252.12,
1228,121095059,552988,5,512759,31536000,4631.52,
1229,121095060,512759,5,567195,31536000,167.4,
1230,121095061,512759,5,527449,31536000,232.7,
1231,121095062,512759,5,459381,31536000,159.76,
1232,121095063,512759,5,595298,31536000,439.45,
1233,121095064,512759,5,466907,31536000,101.69,
1234,121095065,512759,5,606730,31536000,40.13,
1235,121095066,512759,5,589943,31536000,328.84,
1236,121095067,512759,5,537281,31536000,57.43,
1237,121095068,512759,5,523927,31536000,43.98,
1238,121095069,512759,5,580426,31536000,119.04,
1239,121095070,512759,5,595581,31536000,156.83,
1240,121095071,512759,5,616315,31536000,325.38,
1241,121095072,512759,5,642329,31536000,92.93,
1242,121095073,512759,5,571970,31536000,20.05,
1243,121095074,512759,5,473173,31536000,323.29,
1244,121095075,620120,5,512759,31536000,151.54,
1245,121095076,512759,5,621924,31536000,592.74,
1246,120676513,478080,5,630626,31536000,9367.48,
1247,120676514,552988,5,478080,31536000,24139.4,
1248,120676515,478080,5,567195,31536000,2528.29,
1249,120676516,478080,5,527449,31536000,560.55,
1250,120676517,478080,5,459381,31536000,2221.06,
1251,120676518,478080,5,595298,31536000,2349.62,
1252,120676519,478080,5,466907,31536000,1294.13,
1253,120676520,478080,5,589943,31536000,405.98,
1254,120676521,478080,5,523927,31536000,2756.3,
1255,120676522,478080,5,580426,31536000,1129.75,
1256,120676523,478080,5,642329,31536000,373.53,
1257,120676524,478080,5,503701,31536000,5135.67,
1258,120676525,478080,5,571970,31536000,182.02,
1259,120676526,478080,5,473173,31536000,761.25,
1260,120676527,478080,5,620120,31536000,10903.2,
1261,120676528,478080,5,575030,31536000,15140.2,
1262,120756715,590206,5,536346,31536000,343.74,
1263,120756716,590206,5,520660,31536000,3654.91,
1264,120756717,552988,5,590206,31536000,29875.9,
1265,120756718,590206,5,567195,31536000,4780.38,
1266,120756719,590206,5,527449,31536000,73.88,
1267,120756720,590206,5,459381,31536000,419.15,
1268,120756721,590206,5,595298,31536000,1290.55,
1269,120756722,590206,5,466907,31536000,371.87,
1270,120756723,590206,5,606730,31536000,536.39,
1271,120756724,590206,5,589943,31536000,2388.83,
1272,120756725,590206,5,577992,31536000,1206.33,
1273,120756726,590206,5,537281,31536000,122.46,
1274,120756727,590206,5,523927,31536000,4833.05,
1275,120756728,590206,5,580426,31536000,443.42,
1276,120756729,590206,5,595581,31536000,2044.99,
1277,120756730,590206,5,642329,31536000,1418.75,
1278,120756731,590206,5,644226,31536000,1430.4,
1279,120756732,590206,5,632961,31536000,401.32,
1280,120756733,590206,5,473173,31536000,2096.54,
